Function	MEratio	MEtotal	Tratio	Ttotal	ME_representation	ME
Protein decapping 5 OS=Arabidopsis thaliana	0.0003374957813027337	2	0.00017838454951955095	15	True	yellow
Protein RRP6-like 2 OS=Arabidopsis thaliana	0.00016874789065136686	1	0.00022595376272476454	19	False	yellow
F-box protein FBW2 OS=Arabidopsis thaliana	0.002362470469119136	14	0.0004281229188469223	36	True	yellow
Zinc finger CCCH domain-containing protein 17 OS=Oryza sativa subsp. japonica	0.00016874789065136686	1	7.135381980782038e-05	6	True	yellow
Zinc finger CCCH domain-containing protein 50 OS=Oryza sativa subsp. japonica	0.0006749915626054674	4	9.513842641042717e-05	8	True	yellow
Zinc finger CCCH domain-containing protein 32 OS=Oryza sativa subsp. japonica	0.00016874789065136686	1	1.1892303301303397e-05	1	True	yellow
mRNA export factor GLE1 OS=Arabidopsis thaliana	0.0003374957813027337	2	3.567690990391019e-05	3	True	yellow
Beta-1,2-xylosyltransferease XAX1 OS=Oryza sativa subsp. japonica	0.0005062436719541006	3	0.00010703072971173057	9	True	yellow
Translation initiation factor IF-2, chloroplastic OS=Arabidopsis thaliana	0.0005062436719541006	3	8.324612310912378e-05	7	True	yellow
UDP-glycosyltransferase TURAN OS=Arabidopsis thaliana	0.0010124873439082012	6	0.00016649224621824755	14	True	yellow
Alpha-1,2-mannosyltransferase ALG9 OS=Arabidopsis thaliana	0.0005062436719541006	3	3.567690990391019e-05	3	True	yellow
Alpha-mannosidase 2 OS=Arabidopsis thaliana	0.0016874789065136687	10	0.00014270763961564075	12	True	yellow
Beta-1,2-xylosyltransferase RCN11 OS=Oryza sativa subsp. japonica	0.0005062436719541006	3	3.567690990391019e-05	3	True	yellow
Beta-1,3-galactosyltransferase GALT1 OS=Arabidopsis thaliana	0.0003374957813027337	2	8.324612310912378e-05	7	True	yellow
Beta-hexosaminidase 3 OS=Arabidopsis thaliana	0.0003374957813027337	2	0.00014270763961564075	12	True	yellow
Hydroxyproline O-galactosyltransferase GALT2 OS=Arabidopsis thaliana	0.0003374957813027337	2	5.9461516506516985e-05	5	True	yellow
Hydroxyproline O-galactosyltransferase GALT6 OS=Arabidopsis thaliana	0.0003374957813027337	2	0.0002497383693273713	21	True	yellow
UDP-glycosyltransferase CGT OS=Oryza sativa subsp. japonica	0.0003374957813027337	2	4.756921320521359e-05	4	True	yellow
GCN5-related N-acetyltransferase 5, chloroplastic OS=Arabidopsis thaliana	0.00016874789065136686	1	7.135381980782038e-05	6	True	yellow
Probable carboxylesterase Os04g0669600 OS=Oryza sativa subsp. japonica	0.0003374957813027337	2	2.3784606602606793e-05	2	True	yellow
Probable isoprenylcysteine alpha-carbonyl methylesterase ICME OS=Oryza sativa subsp. japonica	0.0003374957813027337	2	0.00023784606602606794	20	True	yellow
Probable protein S-acyltransferase 7 OS=Arabidopsis thaliana	0.002362470469119136	14	0.0003329844924364951	28	True	yellow
Protein S-acyltransferase 8 OS=Arabidopsis thaliana	0.0005062436719541006	3	0.00013081533631433735	11	True	yellow
Probable protein S-acyltransferase 4 OS=Arabidopsis thaliana	0.00016874789065136686	1	3.567690990391019e-05	3	True	yellow
Probable protein S-acyltransferase 14 OS=Arabidopsis thaliana	0.0003374957813027337	2	4.756921320521359e-05	4	True	yellow
Probable protein S-acyltransferase 12 OS=Arabidopsis thaliana	0.0005062436719541006	3	3.567690990391019e-05	3	True	yellow
Probable protein S-acyltransferase 19 OS=Arabidopsis thaliana	0.0010124873439082012	6	0.00011892303301303397	10	True	yellow
Probable inactive receptor kinase RLK902 OS=Arabidopsis thaliana	0.001181235234559568	7	0.00014270763961564075	12	True	yellow
Probable inactive receptor kinase At2g26730 OS=Arabidopsis thaliana	0.0008437394532568343	5	0.00017838454951955095	15	True	yellow
Probable inactive receptor kinase At5g58300 OS=Arabidopsis thaliana	0.0030374620317246033	18	0.0003567690990391019	30	True	yellow
Probable inactive receptor kinase At3g08680 OS=Arabidopsis thaliana	0.0003374957813027337	2	4.756921320521359e-05	4	True	yellow
Putative kinase-like protein TMKL1 OS=Arabidopsis thaliana	0.0013499831252109348	8	0.00014270763961564075	12	True	yellow
Probable inactive receptor kinase At4g23740 OS=Arabidopsis thaliana	0.0010124873439082012	6	0.00010703072971173057	9	True	yellow
Receptor protein kinase-like protein At4g34220 OS=Arabidopsis thaliana	0.001181235234559568	7	8.324612310912378e-05	7	True	yellow
Probable leucine-rich repeat receptor-like protein kinase At5g05160 OS=Arabidopsis thaliana	0.0003374957813027337	2	2.3784606602606793e-05	2	True	yellow
Probable inactive receptor kinase At1g48480 OS=Arabidopsis thaliana	0.0010124873439082012	6	0.00017838454951955095	15	True	yellow
Inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630 OS=Arabidopsis thaliana	0.0005062436719541006	3	4.756921320521359e-05	4	True	yellow
Receptor protein kinase-like protein ZAR1 OS=Arabidopsis thaliana	0.0015187310158623017	9	0.00013081533631433735	11	True	yellow
Protein STRUBBELIG-RECEPTOR FAMILY 8 OS=Arabidopsis thaliana	0.004724940938238272	28	0.0004756921320521359	40	True	yellow
Protein STRUBBELIG-RECEPTOR FAMILY 6 OS=Arabidopsis thaliana	0.0006749915626054674	4	0.00019027685282085435	16	True	yellow
Probable LRR receptor-like serine/threonine-protein kinase At1g14390 OS=Arabidopsis thaliana	0.0008437394532568343	5	5.9461516506516985e-05	5	True	yellow
Protein MALE DISCOVERER 1 OS=Arabidopsis thaliana	0.0005062436719541006	3	0.00022595376272476454	19	True	yellow
Protein MALE DISCOVERER 2 OS=Arabidopsis thaliana	0.0003374957813027337	2	0.0003805537056417087	32	False	yellow
Probable LRR receptor-like serine/threonine-protein kinase At1g63430 OS=Arabidopsis thaliana	0.0030374620317246033	18	0.00022595376272476454	19	True	yellow
Probable LRR receptor-like serine/threonine-protein kinase At1g12460 OS=Arabidopsis thaliana	0.0003374957813027337	2	4.756921320521359e-05	4	True	yellow
Probable LRR receptor-like serine/threonine-protein kinase IRK OS=Arabidopsis thaliana	0.0008437394532568343	5	0.00013081533631433735	11	True	yellow
Calmodulin-binding receptor kinase CaMRLK OS=Arabidopsis thaliana	0.0005062436719541006	3	5.9461516506516985e-05	5	True	yellow
Probable LRR receptor-like serine/threonine-protein kinase At1g74360 OS=Arabidopsis thaliana	0.0010124873439082012	6	0.00010703072971173057	9	True	yellow
Tyrosine-sulfated glycopeptide receptor 1 OS=Arabidopsis thaliana	0.0003374957813027337	2	0.0002497383693273713	21	True	yellow
Leucine-rich repeat receptor-like tyrosine-protein kinase PXC3 OS=Arabidopsis thaliana	0.0003374957813027337	2	9.513842641042717e-05	8	True	yellow
Leucine-rich repeat receptor-like serine/threonine-protein kinase BAM2 OS=Arabidopsis thaliana	0.0005062436719541006	3	3.567690990391019e-05	3	True	yellow
Leucine-rich repeat receptor-like serine/threonine-protein kinase BAM1 OS=Arabidopsis thaliana	0.0006749915626054674	4	0.0002854152792312815	24	True	yellow
MDIS1-interacting receptor like kinase 1 OS=Arabidopsis thaliana	0.0003374957813027337	2	7.135381980782038e-05	6	True	yellow
Leucine-rich repeat receptor-like serine/threonine-protein kinase BAM3 OS=Arabidopsis thaliana	0.0008437394532568343	5	5.9461516506516985e-05	5	True	yellow
Probable LRR receptor-like serine/threonine-protein kinase At2g16250 OS=Arabidopsis thaliana	0.0016874789065136687	10	0.00021406145942346114	18	True	yellow
Receptor-like serine/threonine-protein kinase ALE2 OS=Arabidopsis thaliana	0.0020249746878164025	12	0.0005946151650651698	50	True	yellow
Receptor-like serine/threonine-protein kinase SD1-8 OS=Arabidopsis thaliana	0.002362470469119136	14	0.0004281229188469223	36	True	yellow
G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130 OS=Arabidopsis thaliana	0.0006749915626054674	4	0.0004519075254495291	38	True	yellow
Probable receptor-like protein kinase At5g20050 OS=Arabidopsis thaliana	0.0003374957813027337	2	2.3784606602606793e-05	2	True	yellow
L-type lectin-domain containing receptor kinase VIII.1 OS=Arabidopsis thaliana	0.0013499831252109348	8	0.00010703072971173057	9	True	yellow
L-type lectin-domain containing receptor kinase SIT2 OS=Oryza sativa subsp. japonica	0.0006749915626054674	4	0.0007254305013795071	61	False	yellow
LysM domain receptor-like kinase 3 OS=Arabidopsis thaliana	0.0005062436719541006	3	0.00013081533631433735	11	True	yellow
Proline-rich receptor-like protein kinase PERK9 OS=Arabidopsis thaliana	0.0020249746878164025	12	0.00014270763961564075	12	True	yellow
Proline-rich receptor-like protein kinase PERK1 OS=Arabidopsis thaliana	0.0003374957813027337	2	0.0003805537056417087	32	False	yellow
Wall-associated receptor kinase 3 OS=Arabidopsis thaliana	0.003712453594330071	22	0.0010227380839120922	86	True	yellow
Wall-associated receptor kinase 17 OS=Zea mays	0.0003374957813027337	2	0.00014270763961564075	12	True	yellow
Inactive protein kinase SELMODRAFT_444075 OS=Selaginella moellendorffii	0.0020249746878164025	12	0.0003329844924364951	28	True	yellow
Serine/threonine-protein kinase PBL34 OS=Arabidopsis thaliana	0.00016874789065136686	1	0.00019027685282085435	16	False	yellow
Probable serine/threonine-protein kinase At1g01540 OS=Arabidopsis thaliana	0.0028687141410732365	17	0.00022595376272476454	19	True	yellow
Probable receptor-like serine/threonine-protein kinase At4g34500 OS=Arabidopsis thaliana	0.0013499831252109348	8	9.513842641042717e-05	8	True	yellow
Probable receptor-like protein kinase At2g42960 OS=Arabidopsis thaliana	0.005568680391495107	33	0.0005351536485586529	45	True	yellow
Probable receptor-like protein kinase At5g18500 OS=Arabidopsis thaliana	0.001181235234559568	7	8.324612310912378e-05	7	True	yellow
Probable receptor-like serine/threonine-protein kinase At5g57670 OS=Arabidopsis thaliana	0.0021937225784677693	13	0.00015459994291694415	13	True	yellow
Protein kinase STUNTED OS=Arabidopsis thaliana	0.0006749915626054674	4	0.0003329844924364951	28	True	yellow
Serine/threonine-protein kinase PBL35 OS=Arabidopsis thaliana	0.0010124873439082012	6	9.513842641042717e-05	8	True	yellow
Probable serine/threonine-protein kinase PBL8 OS=Arabidopsis thaliana	0.0003374957813027337	2	0.00020216915612215775	17	True	yellow
Receptor-like cytoplasmic kinase 185 OS=Oryza sativa subsp. japonica	0.0013499831252109348	8	0.0004994767386547426	42	True	yellow
Serine/threonine-protein kinase PCRK1 OS=Arabidopsis thaliana	0.0006749915626054674	4	0.00019027685282085435	16	True	yellow
Serine/threonine-protein kinase PBS1 OS=Arabidopsis thaliana	0.0003374957813027337	2	0.00021406145942346114	18	True	yellow
Probable serine/threonine-protein kinase PBL3 OS=Arabidopsis thaliana	0.0008437394532568343	5	0.00011892303301303397	10	True	yellow
PTI1-like tyrosine-protein kinase 3 OS=Arabidopsis thaliana	0.0013499831252109348	8	0.0003805537056417087	32	True	yellow
Receptor-like serine/threonine-protein kinase NCRK OS=Arabidopsis thaliana	0.0020249746878164025	12	0.00014270763961564075	12	True	yellow
Probable receptor-like protein kinase At1g80640 OS=Arabidopsis thaliana	0.0038812014849814377	23	0.0002735229759299781	23	True	yellow
Salt tolerance receptor-like cytoplasmic kinase 1 OS=Oryza sativa subsp. japonica	0.0003374957813027337	2	0.00023784606602606794	20	True	yellow
Casein kinase 1 OS=Oryza sativa subsp. japonica	0.0016874789065136687	10	0.0004400152221482257	37	True	yellow
Protein IMPAIRED IN BABA-INDUCED STERILITY 1 OS=Arabidopsis thaliana	0.0013499831252109348	8	0.0004043383122443155	34	True	yellow
Probable serine/threonine-protein kinase At1g54610 OS=Arabidopsis thaliana	0.0003374957813027337	2	0.0003567690990391019	30	False	yellow
Dual specificity protein kinase YAK1 homolog OS=Arabidopsis thaliana	0.0026999662504218697	16	0.0009038150508990582	76	True	yellow
Shaggy-related protein kinase kappa OS=Arabidopsis thaliana	0.0010124873439082012	6	7.135381980782038e-05	6	True	yellow
Putative casein kinase II subunit beta-4 OS=Arabidopsis thaliana	0.0006749915626054674	4	0.00010703072971173057	9	True	yellow
Serine/threonine-protein kinase SAPK1 OS=Oryza sativa subsp. japonica	0.0010124873439082012	6	7.135381980782038e-05	6	True	yellow
Serine/threonine-protein kinase SAPK2 OS=Oryza sativa subsp. indica	0.0006749915626054674	4	4.756921320521359e-05	4	True	yellow
CBL-interacting protein kinase 14 OS=Oryza sativa subsp. japonica	0.0005062436719541006	3	0.0004043383122443155	34	True	yellow
Calcium-dependent protein kinase 20 OS=Oryza sativa subsp. japonica	0.0005062436719541006	3	0.00013081533631433735	11	True	yellow
Calcium-dependent protein kinase 7 OS=Oryza sativa subsp. japonica	0.0010124873439082012	6	7.135381980782038e-05	6	True	yellow
Calcium-dependent protein kinase 16 OS=Oryza sativa subsp. japonica	0.0015187310158623017	9	0.00010703072971173057	9	True	yellow
Calcium/calmodulin-dependent serine/threonine-protein kinase 1 OS=Oryza sativa subsp. japonica	0.0010124873439082012	6	0.0003686614023404053	31	True	yellow
CDPK-related kinase 5 OS=Arabidopsis thaliana	0.0003374957813027337	2	4.756921320521359e-05	4	True	yellow
Serine/threonine-protein kinase KIPK1 OS=Arabidopsis thaliana	0.0003374957813027337	2	0.00014270763961564075	12	True	yellow
Serine/threonine-protein kinase D6PKL2 OS=Arabidopsis thaliana	0.0013499831252109348	8	0.0005351536485586529	45	True	yellow
Protein ACTIVITY OF BC1 COMPLEX KINASE 3, chloroplastic OS=Arabidopsis thaliana	0.0013499831252109348	8	0.0003686614023404053	31	True	yellow
Serine/threonine-protein phosphatase PP1 isozyme 8 OS=Arabidopsis thaliana	0.0003374957813027337	2	2.3784606602606793e-05	2	True	yellow
Serine/threonine-protein phosphatase PP1 OS=Phaseolus vulgaris	0.0003374957813027337	2	4.756921320521359e-05	4	True	yellow
Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B kappa isoform OS=Oryza sativa subsp. japonica	0.00016874789065136686	1	0.00015459994291694415	13	True	yellow
Serine/threonine protein phosphatase 2A 59 kDa regulatory subunit B eta isoform OS=Arabidopsis thaliana	0.0006749915626054674	4	0.00014270763961564075	12	True	yellow
Probable protein phosphatase 2C 64 OS=Oryza sativa subsp. japonica	0.0005062436719541006	3	7.135381980782038e-05	6	True	yellow
Probable protein phosphatase 2C member 13, mitochondrial OS=Oryza sativa subsp. japonica	0.0018562267971650355	11	0.00016649224621824755	14	True	yellow
Probable protein phosphatase 2C 7 OS=Oryza sativa subsp. japonica	0.0003374957813027337	2	2.3784606602606793e-05	2	True	yellow
Probable protein phosphatase 2C 52 OS=Oryza sativa subsp. japonica	0.0008437394532568343	5	0.00019027685282085435	16	True	yellow
Probable protein phosphatase 2C 12 OS=Arabidopsis thaliana	0.001181235234559568	7	8.324612310912378e-05	7	True	yellow
Probable protein phosphatase 2C 11 OS=Oryza sativa subsp. japonica	0.0010124873439082012	6	9.513842641042717e-05	8	True	yellow
Dual specificity protein phosphatase PHS1 OS=Arabidopsis thaliana	0.00016874789065136686	1	3.567690990391019e-05	3	True	yellow
Protein-tyrosine sulfotransferase OS=Arabidopsis thaliana	0.0010124873439082012	6	0.00021406145942346114	18	True	yellow
Glutaredoxin-C3 OS=Oryza sativa subsp. japonica	0.0003374957813027337	2	2.3784606602606793e-05	2	True	yellow
Intermediate cleaving peptidase 55, mitochondrial OS=Arabidopsis thaliana	0.0006749915626054674	4	0.00013081533631433735	11	True	yellow
Thylakoidal processing peptidase 1, chloroplastic OS=Arabidopsis thaliana	0.0003374957813027337	2	7.135381980782038e-05	6	True	yellow
Probable thylakoidal processing peptidase 2, chloroplastic OS=Arabidopsis thaliana	0.00016874789065136686	1	4.756921320521359e-05	4	True	yellow
Protein disulfide isomerase-like 1-4 OS=Oryza sativa subsp. japonica	0.0006749915626054674	4	0.00011892303301303397	10	True	yellow
Protein disulfide isomerase-like 1-5 OS=Oryza sativa subsp. japonica	0.0016874789065136687	10	0.00015459994291694415	13	True	yellow
Peptidyl-prolyl cis-trans isomerase CYP23 OS=Arabidopsis thaliana	0.00016874789065136686	1	7.135381980782038e-05	6	True	yellow
SUN domain-containing protein 3 OS=Arabidopsis thaliana	0.0003374957813027337	2	2.3784606602606793e-05	2	True	yellow
SUN domain-containing protein 4 OS=Arabidopsis thaliana	0.0005062436719541006	3	3.567690990391019e-05	3	True	yellow
Chaperone protein dnaJ 10 OS=Arabidopsis thaliana	0.0013499831252109348	8	0.00020216915612215775	17	True	yellow
BAG family molecular chaperone regulator 1 OS=Arabidopsis thaliana	0.0013499831252109348	8	0.00019027685282085435	16	True	yellow
BAG family molecular chaperone regulator 3 OS=Arabidopsis thaliana	0.0003374957813027337	2	3.567690990391019e-05	3	True	yellow
Plant cysteine oxidase 3 OS=Arabidopsis thaliana	0.0008437394532568343	5	5.9461516506516985e-05	5	True	yellow
Ubiquitin-activating enzyme E1 3 OS=Triticum aestivum	0.0006749915626054674	4	7.135381980782038e-05	6	True	yellow
Probable ubiquitin-conjugating enzyme E2 33 OS=Arabidopsis thaliana	0.0003374957813027337	2	4.756921320521359e-05	4	True	yellow
Small ubiquitin-related modifier 1 OS=Oryza sativa subsp. japonica	0.0003374957813027337	2	2.3784606602606793e-05	2	True	yellow
E3 SUMO-protein ligase SIZ1 OS=Oryza sativa subsp. japonica	0.0008437394532568343	5	5.9461516506516985e-05	5	True	yellow
RING-H2 finger protein ATL48 OS=Arabidopsis thaliana	0.00016874789065136686	1	2.3784606602606793e-05	2	True	yellow
RING-H2 finger protein ATL7 OS=Arabidopsis thaliana	0.00016874789065136686	1	1.1892303301303397e-05	1	True	yellow
RING-H2 finger protein ATL46 OS=Arabidopsis thaliana	0.00016874789065136686	1	0.00010703072971173057	9	True	yellow
Putative RING-H2 finger protein ATL49 OS=Arabidopsis thaliana	0.0005062436719541006	3	3.567690990391019e-05	3	True	yellow
NEP1-interacting protein-like 2 OS=Arabidopsis thaliana	0.0006749915626054674	4	8.324612310912378e-05	7	True	yellow
Putative RING-H2 finger protein ATL12 OS=Arabidopsis thaliana	0.00016874789065136686	1	4.756921320521359e-05	4	True	yellow
E3 ubiquitin-protein ligase RING1 OS=Gossypium hirsutum	0.00016874789065136686	1	4.756921320521359e-05	4	True	yellow
E3 ubiquitin-protein ligase SIRP1 OS=Oryza sativa subsp. japonica	0.0005062436719541006	3	0.00017838454951955095	15	True	yellow
Probable E3 ubiquitin-protein ligase ZFP1 OS=Oryza sativa subsp. japonica	0.0013499831252109348	8	0.0002497383693273713	21	True	yellow
E3 ubiquitin-protein ligase BIG BROTHER OS=Arabidopsis thaliana	0.0018562267971650355	11	0.0002973075825325849	25	True	yellow
E3 ubiquitin-protein ligase XB3 OS=Oryza sativa subsp. japonica	0.001181235234559568	7	0.00017838454951955095	15	True	yellow
Probable E3 ubiquitin-protein ligase XBOS35 OS=Oryza sativa subsp. japonica	0.0010124873439082012	6	7.135381980782038e-05	6	True	yellow
E3 ubiquitin-protein ligase RMA1H1 OS=Capsicum annuum	0.0003374957813027337	2	0.0004519075254495291	38	False	yellow
U-box domain-containing protein 10 OS=Arabidopsis thaliana	0.00016874789065136686	1	1.1892303301303397e-05	1	True	yellow
U-box domain-containing protein 33 OS=Arabidopsis thaliana	0.001181235234559568	7	0.00019027685282085435	16	True	yellow
SKP1-like protein 4 OS=Arabidopsis thaliana	0.00016874789065136686	1	8.324612310912378e-05	7	True	yellow
F-box protein SKP2A OS=Arabidopsis thaliana	0.0006749915626054674	4	8.324612310912378e-05	7	True	yellow
F-box protein 7 OS=Arabidopsis thaliana	0.00016874789065136686	1	2.3784606602606793e-05	2	True	yellow
F-box/LRR-repeat protein 3 OS=Arabidopsis thaliana	0.0005062436719541006	3	0.00013081533631433735	11	True	yellow
F-box protein At4g18380 OS=Arabidopsis thaliana	0.0005062436719541006	3	0.00010703072971173057	9	True	yellow
F-box protein At5g52880 OS=Arabidopsis thaliana	0.0006749915626054674	4	4.756921320521359e-05	4	True	yellow
F-box protein At5g67140 OS=Arabidopsis thaliana	0.0005062436719541006	3	3.567690990391019e-05	3	True	yellow
F-box/LRR-repeat protein At1g67190 OS=Arabidopsis thaliana	0.0003374957813027337	2	2.3784606602606793e-05	2	True	yellow
F-box protein SKIP22 OS=Arabidopsis thaliana	0.00016874789065136686	1	1.1892303301303397e-05	1	True	yellow
F-box protein At2g41170 OS=Arabidopsis thaliana	0.0005062436719541006	3	3.567690990391019e-05	3	True	yellow
F-box protein SKIP24 OS=Arabidopsis thaliana	0.0005062436719541006	3	3.567690990391019e-05	3	True	yellow
F-box protein SKIP14 OS=Arabidopsis thaliana	0.00016874789065136686	1	7.135381980782038e-05	6	True	yellow
F-box/kelch-repeat protein At5g60570 OS=Arabidopsis thaliana	0.001181235234559568	7	0.00010703072971173057	9	True	yellow
F-box/kelch-repeat protein SKIP11 OS=Arabidopsis thaliana	0.001181235234559568	7	0.00016649224621824755	14	True	yellow
Protein ARABIDILLO 1 OS=Arabidopsis thaliana	0.00016874789065136686	1	3.567690990391019e-05	3	True	yellow
Tubby-like F-box protein 13 OS=Oryza sativa subsp. japonica	0.0008437394532568343	5	5.9461516506516985e-05	5	True	yellow
Cullin-3A OS=Arabidopsis thaliana	0.0003374957813027337	2	4.756921320521359e-05	4	True	yellow
BTB/POZ domain-containing protein POB1 OS=Arabidopsis thaliana	0.0005062436719541006	3	0.00010703072971173057	9	True	yellow
BTB/POZ domain-containing protein At1g30440 OS=Arabidopsis thaliana	0.0003374957813027337	2	8.324612310912378e-05	7	True	yellow
BTB/POZ domain-containing protein At1g63850 OS=Arabidopsis thaliana	0.00016874789065136686	1	1.1892303301303397e-05	1	True	yellow
Actin-interacting protein 1-2 OS=Arabidopsis thaliana	0.00016874789065136686	1	9.513842641042717e-05	8	True	yellow
Ubiquitin carboxyl-terminal hydrolase 19 OS=Arabidopsis thaliana	0.0003374957813027337	2	2.3784606602606793e-05	2	True	yellow
DeSI-like protein At4g17486 OS=Arabidopsis thaliana	0.0018562267971650355	11	0.0003329844924364951	28	True	yellow
26S proteasome non-ATPase regulatory subunit 4 homolog OS=Oryza sativa subsp. japonica	0.0013499831252109348	8	0.00019027685282085435	16	True	yellow
Probable 26S proteasome non-ATPase regulatory subunit 3 OS=Nicotiana tabacum	0.00016874789065136686	1	3.567690990391019e-05	3	True	yellow
E3 ubiquitin-protein ligase DA2 OS=Arabidopsis thaliana	0.0006749915626054674	4	5.9461516506516985e-05	5	True	yellow
Cysteine protease XCP1 OS=Arabidopsis thaliana	0.0006749915626054674	4	4.756921320521359e-05	4	True	yellow
Subtilisin-like protease SBT1.8 OS=Arabidopsis thaliana	0.0005062436719541006	3	5.9461516506516985e-05	5	True	yellow
Serine carboxypeptidase-like 45 OS=Arabidopsis thaliana	0.0015187310158623017	9	0.0003448767957377985	29	True	yellow
Serine carboxypeptidase II-1 (Fragment) OS=Hordeum vulgare	0.0003374957813027337	2	2.3784606602606793e-05	2	True	yellow
Serine carboxypeptidase-like 27 OS=Arabidopsis thaliana	0.0010124873439082012	6	9.513842641042717e-05	8	True	yellow
RHOMBOID-like protein 1 OS=Arabidopsis thaliana	0.0005062436719541006	3	5.9461516506516985e-05	5	True	yellow
RHOMBOID-like protein 2 OS=Arabidopsis thaliana	0.0003374957813027337	2	7.135381980782038e-05	6	True	yellow
Rhomboid-like protein 19 OS=Arabidopsis thaliana	0.00016874789065136686	1	0.00015459994291694415	13	True	yellow
CLP protease regulatory subunit CLPX1, mitochondrial OS=Arabidopsis thaliana	0.0003374957813027337	2	0.00017838454951955095	15	True	yellow
CLP protease regulatory subunit CLPX3, mitochondrial OS=Arabidopsis thaliana	0.0003374957813027337	2	2.3784606602606793e-05	2	True	yellow
Aspartic proteinase oryzasin-1 OS=Oryza sativa subsp. japonica	0.0013499831252109348	8	0.0003924460089430121	33	True	yellow
Aspartic proteinase PCS1 OS=Arabidopsis thaliana	0.0003374957813027337	2	7.135381980782038e-05	6	True	yellow
Aspartic proteinase nepenthesin-1 OS=Nepenthes gracilis	0.0003374957813027337	2	0.0004756921320521359	40	False	yellow
Aspartic proteinase 36 OS=Arabidopsis thaliana	0.0005062436719541006	3	0.00016649224621824755	14	True	yellow
Aspartic proteinase nepenthesin-2 OS=Nepenthes gracilis	0.0003374957813027337	2	2.3784606602606793e-05	2	True	yellow
Aspartic proteinase NANA, chloroplast OS=Arabidopsis thaliana	0.00016874789065136686	1	8.324612310912378e-05	7	True	yellow
Protein neprosin OS=Nepenthes x ventrata	0.0020249746878164025	12	0.0004162306155456189	35	True	yellow
Glutathione hydrolase 1 OS=Arabidopsis thaliana	0.00016874789065136686	1	1.1892303301303397e-05	1	True	yellow
Tubulin alpha-2 chain OS=Eleusine indica	0.0003374957813027337	2	3.567690990391019e-05	3	True	yellow
Tubulin alpha-6 chain OS=Zea mays	0.00016874789065136686	1	2.3784606602606793e-05	2	True	yellow
Tubulin alpha-3 chain OS=Eleusine indica	0.00016874789065136686	1	5.9461516506516985e-05	5	True	yellow
Tubulin alpha-2 chain OS=Zea mays	0.0003374957813027337	2	2.3784606602606793e-05	2	True	yellow
Tubulin alpha-5 chain OS=Zea mays	0.00016874789065136686	1	1.1892303301303397e-05	1	True	yellow
Tubulin alpha-1 chain OS=Eleusine indica	0.0003374957813027337	2	2.3784606602606793e-05	2	True	yellow
Tubulin beta-7 chain OS=Oryza sativa subsp. japonica	0.00016874789065136686	1	4.756921320521359e-05	4	True	yellow
Tubulin beta-4 chain OS=Eleusine indica	0.0008437394532568343	5	7.135381980782038e-05	6	True	yellow
Tubulin beta-1 chain OS=Zea mays	0.00016874789065136686	1	9.513842641042717e-05	8	True	yellow
Tubulin beta-3 chain OS=Eleusine indica	0.00016874789065136686	1	1.1892303301303397e-05	1	True	yellow
Tubulin beta-7 chain OS=Zea mays	0.0005062436719541006	3	3.567690990391019e-05	3	True	yellow
Tubulin beta-6 chain OS=Zea mays	0.0005062436719541006	3	3.567690990391019e-05	3	True	yellow
Tubulin beta-3 chain OS=Zea mays	0.00016874789065136686	1	1.1892303301303397e-05	1	True	yellow
AUGMIN subunit 5 OS=Arabidopsis thaliana	0.0008437394532568343	5	0.00010703072971173057	9	True	yellow
Kinesin-like protein KIN-7D, chloroplastic OS=Oryza sativa subsp. japonica	0.0005062436719541006	3	8.324612310912378e-05	7	True	yellow
Kinesin-like protein KIN-7K, chloroplastic OS=Oryza sativa subsp. japonica	0.0008437394532568343	5	5.9461516506516985e-05	5	True	yellow
Kinesin-like protein KIN-8B OS=Oryza sativa subsp. japonica	0.00016874789065136686	1	1.1892303301303397e-05	1	True	yellow
Kinesin-like protein KIN-14F OS=Oryza sativa subsp. japonica	0.0003374957813027337	2	2.3784606602606793e-05	2	True	yellow
Kinesin-like protein KIN-14C OS=Oryza sativa subsp. japonica	0.0010124873439082012	6	7.135381980782038e-05	6	True	yellow
Kinesin-like protein KIN-14K OS=Oryza sativa subsp. japonica	0.00016874789065136686	1	3.567690990391019e-05	3	True	yellow
Kinesin-like protein KIN-14I OS=Oryza sativa subsp. japonica	0.0005062436719541006	3	3.567690990391019e-05	3	True	yellow
Kinesin-like protein KIN-UB OS=Oryza sativa subsp. japonica	0.0008437394532568343	5	8.324612310912378e-05	7	True	yellow
Protein SPIRAL1-like 3 OS=Oryza sativa subsp. japonica	0.00016874789065136686	1	1.1892303301303397e-05	1	True	yellow
Microtubule-associated protein TORTIFOLIA1 OS=Arabidopsis thaliana	0.0005062436719541006	3	9.513842641042717e-05	8	True	yellow
Serine/threonine-protein kinase Nek4 OS=Oryza sativa subsp. japonica	0.0003374957813027337	2	2.3784606602606793e-05	2	True	yellow
Protein SNOWY COTYLEDON 3 OS=Arabidopsis thaliana	0.0010124873439082012	6	9.513842641042717e-05	8	True	yellow
Protein WVD2-like 4 OS=Arabidopsis thaliana	0.0018562267971650355	11	0.00013081533631433735	11	True	yellow
Protein WVD2-like 5 OS=Arabidopsis thaliana	0.0006749915626054674	4	5.9461516506516985e-05	5	True	yellow
