Function	MEratio	MEtotal	Tratio	Ttotal	ME_representation	ME
Protein translocation.endoplasmic reticulum	0.00016874789065136686	1	0.0012843687565407668	108	False	yellow
Protein translocation.peroxisome	0.0013499831252109348	8	0.0008919227475977547	75	True	yellow
Protein translocation.nucleus	0.00016874789065136686	1	0.0026163067262867474	220	False	yellow
Protein translocation.plasmodesmata intercellular trafficking	0.0006749915626054674	4	0.00021406145942346114	18	True	yellow
Solute transport.primary active transport	0.00641241984475194	38	0.005803444011036057	488	True	yellow
Solute transport.carrier-mediated transport	0.0275059061761728	163	0.026115498049662258	2196	True	yellow
Solute transport.channel-mediated transport	0.006074924063449207	36	0.005434782608695652	457	True	yellow
Nutrient uptake.nitrogen assimilation	0.0005062436719541006	3	0.0012962610598420703	109	False	yellow
Nutrient uptake.sulfur assimilation	0.001181235234559568	7	0.0003448767957377985	29	True	yellow
Nutrient uptake.phosphorus assimilation	0.0003374957813027337	2	0.0006659689848729902	56	False	yellow
Nutrient uptake.iron uptake	0.003543705703678704	21	0.0025687375130815336	216	True	yellow
Nutrient uptake.other micronutrient homeostasis	0.0030374620317246033	18	0.0016292455522785654	137	True	yellow
External stimuli response.light	0.004556193047586905	27	0.0033655218342688612	283	True	yellow
External stimuli response.oxygen	0.0003374957813027337	2	0.0002616306726286747	22	True	yellow
External stimuli response.gravity	0.0008437394532568343	5	0.0002973075825325849	25	True	yellow
External stimuli response.salinity	0.00016874789065136686	1	0.0004994767386547426	42	False	yellow
External stimuli response.toxic compounds	0.0006749915626054674	4	0.0005113690419560461	43	True	yellow
External stimuli response.symbiont	0.0008437394532568343	5	0.0009394919608029683	79	False	yellow
External stimuli response.pathogen	0.004556193047586905	27	0.0042217676719627055	355	True	yellow
Multi-process regulation.SnRK1-kinase regulatory system	0.0008437394532568343	5	0.0014627533060603177	123	False	yellow
Multi-process regulation.ROP-GTPase regulatory system	0.00911238609517381	54	0.0023903529635619825	201	True	yellow
Multi-process regulation.phosphoinositide signalling	0.0065811677354033074	39	0.005113690419560461	430	True	yellow
Multi-process regulation.pyrophosphate homeostasis	0.001181235234559568	7	0.0004519075254495291	38	True	yellow
Multi-process regulation.calcium homeostasis	0.0020249746878164025	12	0.003960136999334031	333	False	yellow
Multi-process regulation.G-protein-dependent signalling	0.0013499831252109348	8	0.0005589382551612597	47	True	yellow
Multi-process regulation.TOR (Target Of Rapamycin) signalling	0.0006749915626054674	4	0.0007016458947769003	59	False	yellow
Multi-process regulation.RAM (Regulation of Ace2 and Morphogenesis) signalling	0.0010124873439082012	6	0.0006778612881742935	57	True	yellow
Multi-process regulation.MAP kinase cascade signalling	0.0013499831252109348	8	0.003995813909237941	336	False	yellow
Multi-process regulation.nitric oxide signalling	0.00016874789065136686	1	0.00015459994291694415	13	True	yellow
Plant reproduction.gametogenesis	0.0008437394532568343	5	0.0018195224050994196	153	False	yellow
Plant reproduction.pollination and fertilization	0.0003374957813027337	2	0.000689753591475597	58	False	yellow
Plant reproduction.embryogenesis	0.0026999662504218697	16	0.001165445723527733	98	True	yellow
Plant organogenesis.leaf formation	0.0033749578130273373	20	0.001974122348016364	166	True	yellow
Plant organogenesis.root formation	0.0048936888288896386	29	0.0019384454381124537	163	True	yellow
Plant organogenesis.stem formation	0.0003374957813027337	2	0.0002616306726286747	22	True	yellow
Plant organogenesis.vascular system formation	0.0018562267971650355	11	0.0005232613452573494	44	True	yellow
Plant organogenesis.flower formation	0.00016874789065136686	1	0.0033536295309675576	282	False	yellow
Plant organogenesis.cellular growth coordination	0.0010124873439082012	6	7.135381980782038e-05	6	True	yellow
Clade-specific metabolism.Brassicaceae	0.0005062436719541006	3	0.0003329844924364951	28	True	yellow
not assigned.annotated	0.29058386770165373	1722	0.30792740938064883	25893	False	yellow
not assigned.not annotated	0.05231184610192373	310	0.06590714489582342	5542	False	yellow
Enzyme classification.EC_1 oxidoreductases	0.024974687816402295	148	0.022809437731899914	1918	True	yellow
Enzyme classification.EC_2 transferases	0.0961862976712791	570	0.061459423461135955	5168	True	yellow
Enzyme classification.EC_3 hydrolases	0.024974687816402295	148	0.024486252497383693	2059	True	yellow
Enzyme classification.EC_4 lyases	0.00320620992237597	19	0.00556559794500999	468	False	yellow
Enzyme classification.EC_5 isomerases	0.004556193047586905	27	0.0044239368280848635	372	True	yellow
Enzyme classification.EC_6 ligases	0.00016874789065136686	1	0.003912567786128817	329	False	yellow
Function	MEratio	MEtotal	Tratio	Ttotal	ME_representation	ME
Amino acid metabolism.shikimate group amino acid biosynthesis	0.002583979328165375	2	0.0014270763961564076	120	True	lightyellow
Lipid metabolism.fatty acid metabolism	0.011627906976744186	9	0.005327751878983922	448	True	lightyellow
Lipid metabolism.glycerolipid metabolism	0.00904392764857881	7	0.006183997716677766	520	True	lightyellow
Lipid metabolism.cytoplasmic lipid droplet-associated activities	0.006459948320413436	5	0.000987061174008182	83	True	lightyellow
Coenzyme metabolism.coenzyme A metabolism	0.0012919896640826874	1	0.0003924460089430121	33	True	lightyellow
Coenzyme metabolism.NAD/NADP biosynthesis	0.0012919896640826874	1	0.0006778612881742935	57	True	lightyellow
Coenzyme metabolism.phylloquinone biosynthesis	0.0012919896640826874	1	0.0003805537056417087	32	True	lightyellow
Secondary metabolism.terpenoid biosynthesis	0.002583979328165375	2	0.0028898297022167253	243	False	lightyellow
Secondary metabolism.phenolics biosynthesis	0.0012919896640826874	1	0.0009394919608029683	79	True	lightyellow
Redox homeostasis.reactive oxygen-induced signalling	0.002583979328165375	2	0.0012843687565407668	108	True	lightyellow
Phytohormone action.brassinosteroid	0.0012919896640826874	1	0.0014627533060603177	123	False	lightyellow
Phytohormone action.jasmonic acid	0.002583979328165375	2	0.0015222148225668348	128	True	lightyellow
Phytohormone action.strigolactone	0.0012919896640826874	1	0.0004400152221482257	37	True	lightyellow
Phytohormone action.signalling peptides	0.003875968992248062	3	0.0029492912187232424	248	True	lightyellow
Chromatin organisation.post-translational histone modification	0.007751937984496124	6	0.008812196746265816	741	False	lightyellow
Cell division.cell cycle organisation	0.006459948320413436	5	0.007397012653410712	622	False	lightyellow
Cell division.cytokinesis	0.003875968992248062	3	0.003936352392731424	331	False	lightyellow
RNA biosynthesis.DNA-binding transcriptional regulation	0.0710594315245478	55	0.049376843307011704	4152	True	lightyellow
RNA biosynthesis.transcriptional co-regulation	0.0012919896640826874	1	0.002461706783369803	207	False	lightyellow
RNA processing.spliceosome-mediated pre-mRNA splicing	0.002583979328165375	2	0.008633812196746266	726	False	lightyellow
RNA homeostasis.post-transcriptional regulator activities	0.014211886304909561	11	0.004019598515840548	338	True	lightyellow
RNA homeostasis.RNA transport	0.011627906976744186	9	0.0015341071258681382	129	True	lightyellow
Protein modification.glycosylation	0.006459948320413436	5	0.002342783750356769	197	True	lightyellow
Protein modification.lipidation	0.00516795865633075	4	0.0035914755969936258	302	True	lightyellow
Protein modification.phosphorylation	0.028423772609819122	22	0.022928360764912947	1928	True	lightyellow
Protein modification.dephosphorylation	0.002583979328165375	2	0.006076966986966035	511	False	lightyellow
Protein homeostasis.protein quality control	0.006459948320413436	5	0.006017505470459519	506	True	lightyellow
Protein homeostasis.ubiquitin-proteasome system	0.029715762273901807	23	0.031110265436209684	2616	False	lightyellow
Protein homeostasis.proteolysis	0.01808785529715762	14	0.009692227190562269	815	True	lightyellow
Cytoskeleton organisation.microtubular network	0.00904392764857881	7	0.005113690419560461	430	True	lightyellow
Cytoskeleton organisation.microfilament network	0.003875968992248062	3	0.005161259632765674	434	False	lightyellow
Cell wall organisation.cellulose	0.011627906976744186	9	0.0016887070687850822	142	True	lightyellow
Cell wall organisation.hemicellulose	0.025839793281653745	20	0.004661782894110932	392	True	lightyellow
Cell wall organisation.pectin	0.00516795865633075	4	0.004257444581866616	358	True	lightyellow
Cell wall organisation.cell wall proteins	0.014211886304909561	11	0.0018433070117020265	155	True	lightyellow
Cell wall organisation.lignin	0.020671834625323	16	0.0010108457806107887	85	True	lightyellow
Cell wall organisation.cutin and suberin	0.016795865633074936	13	0.0017481685852915993	147	True	lightyellow
Vesicle trafficking.anterograde trafficking	0.002583979328165375	2	0.0026044144229854438	219	False	lightyellow
Vesicle trafficking.clathrin coated vesicle machinery	0.0012919896640826874	1	0.0024141375701645894	203	False	lightyellow
Protein translocation.chloroplast	0.002583979328165375	2	0.0021406145942346115	180	True	lightyellow
Solute transport.primary active transport	0.011627906976744186	9	0.005803444011036057	488	True	lightyellow
Solute transport.carrier-mediated transport	0.041343669250646	32	0.026115498049662258	2196	True	lightyellow
Nutrient uptake.iron uptake	0.002583979328165375	2	0.0025687375130815336	216	True	lightyellow
Nutrient uptake.other micronutrient homeostasis	0.002583979328165375	2	0.0016292455522785654	137	True	lightyellow
External stimuli response.pathogen	0.007751937984496124	6	0.0042217676719627055	355	True	lightyellow
Multi-process regulation.ROP-GTPase regulatory system	0.006459948320413436	5	0.0023903529635619825	201	True	lightyellow
Multi-process regulation.G-protein-dependent signalling	0.006459948320413436	5	0.0005589382551612597	47	True	lightyellow
Multi-process regulation.UPR (Unfolded Protein Response) signalling	0.0012919896640826874	1	0.0007729997145847207	65	True	lightyellow
Plant reproduction.gametogenesis	0.0012919896640826874	1	0.0018195224050994196	153	False	lightyellow
not assigned.annotated	0.2971576227390181	230	0.30792740938064883	25893	False	lightyellow
not assigned.not annotated	0.07881136950904392	61	0.06590714489582342	5542	True	lightyellow
Enzyme classification.EC_1 oxidoreductases	0.05297157622739018	41	0.022809437731899914	1918	True	lightyellow
Enzyme classification.EC_2 transferases	0.06589147286821706	51	0.061459423461135955	5168	True	lightyellow
Enzyme classification.EC_3 hydrolases	0.040051679586563305	31	0.024486252497383693	2059	True	lightyellow
Enzyme classification.EC_4 lyases	0.00516795865633075	4	0.00556559794500999	468	False	lightyellow
Function	MEratio	MEtotal	Tratio	Ttotal	ME_representation	ME
Cellular respiration.oxidative phosphorylation	0.0055248618784530384	2	0.005137475026163067	432	True	skyblue
Carbohydrate metabolism.sucrose metabolism	0.008287292817679558	3	0.0019503377414137571	164	True	skyblue
Carbohydrate metabolism.nucleotide sugar biosynthesis	0.008287292817679558	3	0.002128722290933308	179	True	skyblue
Amino acid metabolism.shikimate group amino acid biosynthesis	0.0055248618784530384	2	0.0014270763961564076	120	True	skyblue
Lipid metabolism.glycerolipid metabolism	0.013812154696132596	5	0.006183997716677766	520	True	skyblue
Nucleotide metabolism.pyrimidines	0.0027624309392265192	1	0.0011892303301303396	100	True	skyblue
Coenzyme metabolism.molybdenum cofactor biosynthesis	0.0055248618784530384	2	0.0003210921891351917	27	True	skyblue
Secondary metabolism.terpenoid biosynthesis	0.013812154696132596	5	0.0028898297022167253	243	True	skyblue
Phytohormone action.auxin	0.0055248618784530384	2	0.003698506326705356	311	True	skyblue
Chromatin organisation.histone chaperone activities	0.0027624309392265192	1	0.000927599657501665	78	True	skyblue
Cell division.DNA replication	0.016574585635359115	6	0.004364475311578346	367	True	skyblue
Cell division.cell cycle organisation	0.008287292817679558	3	0.007397012653410712	622	True	skyblue
Cell division.meiotic recombination	0.011049723756906077	4	0.003246598801255827	273	True	skyblue
Cell division.peroxisome de novo formation	0.0027624309392265192	1	0.00011892303301303397	10	True	skyblue
RNA biosynthesis.RNA polymerase II-dependent transcription	0.0027624309392265192	1	0.006255351536485586	526	False	skyblue
RNA biosynthesis.DNA-binding transcriptional regulation	0.04143646408839779	15	0.049376843307011704	4152	False	skyblue
RNA processing.tRNA modification	0.011049723756906077	4	0.003234706497954524	272	True	skyblue
RNA homeostasis.mRNA surveillance pathways	0.0055248618784530384	2	0.0009632765674055751	81	True	skyblue
RNA homeostasis.RNA transport	0.013812154696132596	5	0.0015341071258681382	129	True	skyblue
Protein biosynthesis.ribosome biogenesis	0.008287292817679558	3	0.012772333745599848	1074	False	skyblue
Protein modification.phosphorylation	0.0027624309392265192	1	0.022928360764912947	1928	False	skyblue
Protein modification.cysteine disulfide formation	0.0027624309392265192	1	0.0007373228046808106	62	True	skyblue
Protein homeostasis.ubiquitin-proteasome system	0.027624309392265192	10	0.031110265436209684	2616	False	skyblue
Protein homeostasis.proteolysis	0.0055248618784530384	2	0.009692227190562269	815	False	skyblue
Protein homeostasis.protein repair	0.0027624309392265192	1	7.135381980782038e-05	6	True	skyblue
Cytoskeleton organisation.microfilament network	0.011049723756906077	4	0.005161259632765674	434	True	skyblue
Cell wall organisation.cell surface reactive oxygen homeostasis	0.016574585635359115	6	0.00011892303301303397	10	True	skyblue
Vesicle trafficking.anterograde trafficking	0.013812154696132596	5	0.0026044144229854438	219	True	skyblue
Vesicle trafficking.exocytic trafficking	0.0027624309392265192	1	0.0019265531348111502	162	True	skyblue
Vesicle trafficking.clathrin coated vesicle machinery	0.0027624309392265192	1	0.0024141375701645894	203	True	skyblue
Vesicle trafficking.vesicle tethering	0.0027624309392265192	1	0.004661782894110932	392	False	skyblue
Vesicle trafficking.autophagosome formation	0.0027624309392265192	1	0.0029255066121206355	246	False	skyblue
Solute transport.primary active transport	0.0027624309392265192	1	0.005803444011036057	488	False	skyblue
Solute transport.carrier-mediated transport	0.0027624309392265192	1	0.026115498049662258	2196	False	skyblue
External stimuli response.light	0.0027624309392265192	1	0.0033655218342688612	283	False	skyblue
Multi-process regulation.14-3-3 regulatory system	0.008287292817679558	3	0.0005351536485586529	45	True	skyblue
Multi-process regulation.phosphoinositide signalling	0.008287292817679558	3	0.005113690419560461	430	True	skyblue
Multi-process regulation.MAP kinase cascade signalling	0.0027624309392265192	1	0.003995813909237941	336	False	skyblue
not assigned.annotated	0.43646408839779005	158	0.30792740938064883	25893	True	skyblue
not assigned.not annotated	0.1132596685082873	41	0.06590714489582342	5542	True	skyblue
Enzyme classification.EC_1 oxidoreductases	0.03038674033149171	11	0.022809437731899914	1918	True	skyblue
Enzyme classification.EC_2 transferases	0.08287292817679558	30	0.061459423461135955	5168	True	skyblue
Enzyme classification.EC_3 hydrolases	0.0055248618784530384	2	0.024486252497383693	2059	False	skyblue
Enzyme classification.EC_4 lyases	0.0055248618784530384	2	0.00556559794500999	468	False	skyblue
Enzyme classification.EC_5 isomerases	0.011049723756906077	4	0.0044239368280848635	372	True	skyblue
Function	MEratio	MEtotal	Tratio	Ttotal	ME_representation	ME
Photosynthesis.CAM/C4 photosynthesis	0.0007183908045977011	3	0.0008205689277899343	69	False	green
Cellular respiration.oxidative phosphorylation	0.004310344827586207	18	0.005137475026163067	432	False	green
Carbohydrate metabolism.sucrose metabolism	0.005507662835249042	23	0.0019503377414137571	164	True	green
Carbohydrate metabolism.starch metabolism	0.005268199233716475	22	0.0021168299876320046	178	True	green
Carbohydrate metabolism.trehalose metabolism	0.0004789272030651341	2	0.0005827228617638665	49	False	green
Carbohydrate metabolism.mannose metabolism	0.0009578544061302681	4	0.00023784606602606794	20	True	green
Carbohydrate metabolism.oxidative pentose phosphate pathway	0.0019157088122605363	8	0.0005470459518599562	46	True	green
Carbohydrate metabolism.gluconeogenesis	0.0007183908045977011	3	0.0002497383693273713	21	True	green
Carbohydrate metabolism.nucleotide sugar biosynthesis	0.003352490421455939	14	0.002128722290933308	179	True	green
Amino acid metabolism.glutamate group amino acid biosynthesis	0.0004789272030651341	2	0.001593568642374655	134	False	green
Amino acid metabolism.aspartate group amino acid biosynthesis	0.0023946360153256703	10	0.0022952145371515557	193	True	green
Amino acid metabolism.serine group amino acid biosynthesis	0.0004789272030651341	2	0.0005232613452573494	44	False	green
Amino acid metabolism.shikimate group amino acid biosynthesis	0.0014367816091954023	6	0.0014270763961564076	120	True	green
Amino acid metabolism.amino acid degradation	0.0016762452107279694	7	0.002854152792312815	240	False	green
Amino acid metabolism.polyamine metabolism	0.0007183908045977011	3	0.0010227380839120922	86	False	green
Lipid metabolism.fatty acid metabolism	0.0038314176245210726	16	0.005327751878983922	448	False	green
Lipid metabolism.glycerolipid metabolism	0.005507662835249042	23	0.006183997716677766	520	False	green
Lipid metabolism.sphingolipid metabolism	0.0004789272030651341	2	0.0019860146513176673	167	False	green
Lipid metabolism.phytosterol metabolism	0.0021551724137931034	9	0.0014508610027590143	122	True	green
Lipid metabolism.lipid trafficking	0.0021551724137931034	9	0.0015341071258681382	129	True	green
Lipid metabolism.cytoplasmic lipid droplet-associated activities	0.0004789272030651341	2	0.000987061174008182	83	False	green
Nucleotide metabolism.purines	0.005507662835249042	23	0.002330891447055466	196	True	green
Nucleotide metabolism.pyrimidines	0.0004789272030651341	2	0.0011892303301303396	100	False	green
Nucleotide metabolism.deoxynucleotides	0.00023946360153256704	1	0.0006183997716677766	52	False	green
Coenzyme metabolism.thiamine pyrophosphate metabolism	0.00023946360153256704	1	0.0003924460089430121	33	False	green
Coenzyme metabolism.S-adenosyl methionine (SAM) cycle	0.0011973180076628352	5	0.00015459994291694415	13	True	green
Coenzyme metabolism.biotin biosynthesis	0.0007183908045977011	3	0.00010703072971173057	9	True	green
Coenzyme metabolism.prenylquinone biosynthesis	0.0023946360153256703	10	0.0007967843211873275	67	True	green
Coenzyme metabolism.NAD/NADP biosynthesis	0.0004789272030651341	2	0.0006778612881742935	57	False	green
Coenzyme metabolism.iron-sulfur cluster assembly machinery	0.00023946360153256704	1	0.0015816763390733518	133	False	green
Coenzyme metabolism.tetrapyrrole biosynthesis	0.0011973180076628352	5	0.0009751688707068786	82	True	green
Coenzyme metabolism.heme homeostasis	0.0009578544061302681	4	0.0004637998287508325	39	True	green
Coenzyme metabolism.chlorophyll metabolism	0.0004789272030651341	2	0.001379507182951194	116	False	green
Coenzyme metabolism.phylloquinone biosynthesis	0.0011973180076628352	5	0.0003805537056417087	32	True	green
Secondary metabolism.terpenoid biosynthesis	0.0023946360153256703	10	0.0028898297022167253	243	False	green
Secondary metabolism.phenolics biosynthesis	0.003352490421455939	14	0.0009394919608029683	79	True	green
Secondary metabolism.alkaloid biosynthesis	0.00023946360153256704	1	5.9461516506516985e-05	5	True	green
Secondary metabolism.oxalate homeostasis	0.00023946360153256704	1	0.00016649224621824755	14	True	green
Redox homeostasis.reactive oxygen scavenging	0.0004789272030651341	2	0.000570830558462563	48	False	green
Redox homeostasis.glutathione-based redox regulation	0.003352490421455939	14	0.0018789839216059366	158	True	green
Redox homeostasis.thiol-based redox regulation	0.0004789272030651341	2	0.001201122633431643	101	False	green
Redox homeostasis.ascorbate-based redox regulation	0.0040708812260536395	17	0.0015816763390733518	133	True	green
Redox homeostasis.tocopherol biosynthesis	0.0009578544061302681	4	0.0003567690990391019	30	True	green
Redox homeostasis.reactive oxygen-induced signalling	0.0011973180076628352	5	0.0012843687565407668	108	False	green
Phytohormone action.abscisic acid	0.0016762452107279694	7	0.0017957377984968129	151	False	green
Phytohormone action.auxin	0.0038314176245210726	16	0.003698506326705356	311	True	green
Phytohormone action.brassinosteroid	0.0014367816091954023	6	0.0014627533060603177	123	False	green
Phytohormone action.cytokinin	0.005747126436781609	24	0.002128722290933308	179	True	green
Phytohormone action.ethylene	0.0026340996168582377	11	0.0010703072971173057	90	True	green
Phytohormone action.gibberellin	0.0059865900383141765	25	0.0009632765674055751	81	True	green
Phytohormone action.jasmonic acid	0.0014367816091954023	6	0.0015222148225668348	128	False	green
Phytohormone action.strigolactone	0.0011973180076628352	5	0.0004400152221482257	37	True	green
Phytohormone action.signalling peptides	0.008381226053639846	35	0.0029492912187232424	248	True	green
Chromatin organisation.chromatin structure	0.0014367816091954023	6	0.002426029873465893	204	False	green
Chromatin organisation.histone chaperone activities	0.0016762452107279694	7	0.000927599657501665	78	True	green
Chromatin organisation.post-translational histone modification	0.014846743295019157	62	0.008812196746265816	741	True	green
Chromatin organisation.nucleosome remodeling	0.0028735632183908046	12	0.0038887831795262106	327	False	green
Chromatin organisation.epigenetic state regulation	0.0031130268199233715	13	0.0032228141946532203	271	False	green
Chromatin organisation.DNA homeostasis	0.0019157088122605363	8	0.00022595376272476454	19	True	green
Cell division.DNA replication	0.0007183908045977011	3	0.004364475311578346	367	False	green
Cell division.cell cycle organisation	0.0059865900383141765	25	0.007397012653410712	622	False	green
Cell division.meiotic recombination	0.003352490421455939	14	0.003246598801255827	273	True	green
Cell division.cytokinesis	0.0004789272030651341	2	0.003936352392731424	331	False	green
Cell division.plastid division	0.0004789272030651341	2	0.0009989534773094852	84	False	green
DNA damage response.DNA damage tolerance (DDT) pathways	0.00023946360153256704	1	0.0003329844924364951	28	False	green
DNA damage response.homologous recombination repair (HR)	0.0011973180076628352	5	0.001201122633431643	101	False	green
DNA damage response.base excision repair (BER)	0.0004789272030651341	2	0.0004756921320521359	40	True	green
RNA biosynthesis.DNA-dependent RNA polymerase complexes	0.00023946360153256704	1	0.0019384454381124537	163	False	green
RNA biosynthesis.RNA polymerase II-dependent transcription	0.0031130268199233715	13	0.006255351536485586	526	False	green
RNA biosynthesis.RNA polymerase III-dependent transcription	0.00023946360153256704	1	0.0013438302730472839	113	False	green
RNA biosynthesis.DNA-binding transcriptional regulation	0.0850095785440613	355	0.049376843307011704	4152	True	green
RNA biosynthesis.transcriptional co-regulation	0.0021551724137931034	9	0.002461706783369803	207	False	green
RNA processing.spliceosome-mediated pre-mRNA splicing	0.008141762452107279	34	0.008633812196746266	726	False	green
RNA processing.pre-RNA group-I/-II intron splicing	0.0019157088122605363	8	0.0019265531348111502	162	False	green
RNA processing.mRNA modification	0.0004789272030651341	2	0.0027471220626010848	231	False	green
RNA processing.tRNA modification	0.0009578544061302681	4	0.003234706497954524	272	False	green
RNA processing.organelle RNA modification	0.0004789272030651341	2	0.001771953191894206	149	False	green
RNA homeostasis.mRNA surveillance pathways	0.0009578544061302681	4	0.0009632765674055751	81	False	green
RNA homeostasis.mitochondrial mRNA homeostasis	0.0004789272030651341	2	0.0002497383693273713	21	True	green
RNA homeostasis.post-transcriptional regulator activities	0.004789272030651341	20	0.004019598515840548	338	True	green
Protein biosynthesis.ribosome biogenesis	0.0016762452107279694	7	0.012772333745599848	1074	False	green
Protein biosynthesis.translation initiation	0.0009578544061302681	4	0.002164399200837218	182	False	green
Protein biosynthesis.translation elongation	0.0004789272030651341	2	0.0012130149367329465	102	False	green
Protein biosynthesis.organellar translation machinery	0.00023946360153256704	1	0.006421843782703834	540	False	green
Protein modification.glycosylation	0.00023946360153256704	1	0.002342783750356769	197	False	green
Protein modification.lipidation	0.0016762452107279694	7	0.0035914755969936258	302	False	green
Protein modification.phosphorylation	0.024664750957854406	103	0.022928360764912947	1928	True	green
Protein modification.dephosphorylation	0.0031130268199233715	13	0.006076966986966035	511	False	green
Protein modification.cysteine disulfide formation	0.00023946360153256704	1	0.0007373228046808106	62	False	green
Protein modification.protein folding	0.00023946360153256704	1	0.0013081533631433737	110	False	green
Protein homeostasis.protein quality control	0.0019157088122605363	8	0.006017505470459519	506	False	green
Protein homeostasis.ubiquitin-proteasome system	0.027777777777777776	116	0.031110265436209684	2616	False	green
Protein homeostasis.proteolysis	0.010296934865900383	43	0.009692227190562269	815	True	green
Protein homeostasis.protein storage	0.0011973180076628352	5	0.0003329844924364951	28	True	green
Cytoskeleton organisation.microtubular network	0.004310344827586207	18	0.005113690419560461	430	False	green
Cytoskeleton organisation.microfilament network	0.006226053639846743	26	0.005161259632765674	434	True	green
Cytoskeleton organisation.nuclear dynamics	0.0019157088122605363	8	0.0009157073542003615	77	True	green
Cytoskeleton organisation.endoplasmic reticulum (ER) - cell/organelle membrane contact	0.0004789272030651341	2	0.0008919227475977547	75	False	green
Cell wall organisation.cellulose	0.0019157088122605363	8	0.0016887070687850822	142	True	green
Cell wall organisation.hemicellulose	0.022270114942528736	93	0.004661782894110932	392	True	green
Cell wall organisation.pectin	0.005268199233716475	22	0.004257444581866616	358	True	green
Cell wall organisation.cell wall proteins	0.005747126436781609	24	0.0018433070117020265	155	True	green
Cell wall organisation.cell wall hydroxycinnamic acids	0.00023946360153256704	1	7.135381980782038e-05	6	True	green
Cell wall organisation.lignin	0.004549808429118774	19	0.0010108457806107887	85	True	green
Cell wall organisation.cutin and suberin	0.0011973180076628352	5	0.0017481685852915993	147	False	green
Vesicle trafficking.retrograde trafficking	0.0009578544061302681	4	0.0037936447531157834	319	False	green
Vesicle trafficking.endocytic trafficking	0.0038314176245210726	16	0.0022357530206450387	188	True	green
Vesicle trafficking.exocytic trafficking	0.0011973180076628352	5	0.0019265531348111502	162	False	green
Vesicle trafficking.clathrin coated vesicle machinery	0.0021551724137931034	9	0.0024141375701645894	203	False	green
Vesicle trafficking.vesicle tethering	0.004789272030651341	20	0.004661782894110932	392	True	green
Vesicle trafficking.vesicle target membrane fusion	0.0026340996168582377	11	0.0019979069546189705	168	True	green
Vesicle trafficking.autophagosome formation	0.0028735632183908046	12	0.0029255066121206355	246	False	green
Protein translocation.chloroplast	0.0004789272030651341	2	0.0021406145942346115	180	False	green
Protein translocation.mitochondrion	0.0004789272030651341	2	0.001141661116925126	96	False	green
Solute transport.primary active transport	0.007423371647509579	31	0.005803444011036057	488	True	green
Solute transport.carrier-mediated transport	0.033524904214559385	140	0.026115498049662258	2196	True	green
Solute transport.channel-mediated transport	0.0059865900383141765	25	0.005434782608695652	457	True	green
Solute transport.porin-mediated transport	0.0004789272030651341	2	0.0003805537056417087	32	True	green
Nutrient uptake.nitrogen assimilation	0.0028735632183908046	12	0.0012962610598420703	109	True	green
Nutrient uptake.phosphorus assimilation	0.00023946360153256704	1	0.0006659689848729902	56	False	green
Nutrient uptake.iron uptake	0.004789272030651341	20	0.0025687375130815336	216	True	green
Nutrient uptake.other micronutrient homeostasis	0.003352490421455939	14	0.0016292455522785654	137	True	green
External stimuli response.light	0.0011973180076628352	5	0.0033655218342688612	283	False	green
External stimuli response.gravity	0.0004789272030651341	2	0.0002973075825325849	25	True	green
External stimuli response.toxic compounds	0.0009578544061302681	4	0.0005113690419560461	43	True	green
External stimuli response.damage	0.0007183908045977011	3	0.00016649224621824755	14	True	green
External stimuli response.symbiont	0.0031130268199233715	13	0.0009394919608029683	79	True	green
External stimuli response.pathogen	0.006226053639846743	26	0.0042217676719627055	355	True	green
Multi-process regulation.circadian clock system	0.0004789272030651341	2	0.001355722576348587	114	False	green
Multi-process regulation.Programmed Cell Death (PCD) system	0.0023946360153256703	10	0.001201122633431643	101	True	green
Multi-process regulation.SnRK1-kinase regulatory system	0.0004789272030651341	2	0.0014627533060603177	123	False	green
Multi-process regulation.14-3-3 regulatory system	0.0016762452107279694	7	0.0005351536485586529	45	True	green
Multi-process regulation.ROP-GTPase regulatory system	0.0023946360153256703	10	0.0023903529635619825	201	True	green
Multi-process regulation.phosphoinositide signalling	0.004789272030651341	20	0.005113690419560461	430	False	green
Multi-process regulation.pyrophosphate homeostasis	0.0011973180076628352	5	0.0004519075254495291	38	True	green
Multi-process regulation.calcium homeostasis	0.005747126436781609	24	0.003960136999334031	333	True	green
Multi-process regulation.G-protein-dependent signalling	0.0004789272030651341	2	0.0005589382551612597	47	False	green
Multi-process regulation.TOR (Target Of Rapamycin) signalling	0.0011973180076628352	5	0.0007016458947769003	59	True	green
Multi-process regulation.UPR (Unfolded Protein Response) signalling	0.0009578544061302681	4	0.0007729997145847207	65	True	green
Multi-process regulation.RAM (Regulation of Ace2 and Morphogenesis) signalling	0.0004789272030651341	2	0.0006778612881742935	57	False	green
Multi-process regulation.MAP kinase cascade signalling	0.0026340996168582377	11	0.003995813909237941	336	False	green
Plant reproduction.gametogenesis	0.0004789272030651341	2	0.0018195224050994196	153	False	green
Plant reproduction.pollination and fertilization	0.0014367816091954023	6	0.000689753591475597	58	True	green
Plant reproduction.embryogenesis	0.0040708812260536395	17	0.001165445723527733	98	True	green
Plant organogenesis.leaf formation	0.003352490421455939	14	0.001974122348016364	166	True	green
Plant organogenesis.root formation	0.005747126436781609	24	0.0019384454381124537	163	True	green
