source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0051301,cell division,6.295480823670178e-08,True,"""The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells."" [GOC:di, GOC:go_curators, GOC:pr]",314,2998,87,21641,0.029019346230820548,0.2770700636942675,query_1,['GO:0009987']
GO:CC,GO:0005694,chromosome,7.128038184693684e-08,True,"""A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information."" [ISBN:0198547684]",595,3033,144,20617,0.04747774480712166,0.24201680672268908,query_1,['GO:0043232']
GO:CC,GO:0000786,nucleosome,1.076359750868578e-07,True,"""A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures."" [GOC:elh]",124,3033,46,20617,0.015166501813386087,0.3709677419354839,query_1,"['GO:0000785', 'GO:0032993']"
GO:BP,GO:0000470,maturation of LSU-rRNA,1.2585714348561977e-07,True,"""Any process involved in the maturation of a precursor Large SubUnit (LSU) ribosomal RNA (rRNA) molecule into a mature LSU-rRNA molecule."" [GOC:curators]",53,2998,27,21641,0.009006004002668445,0.5094339622641509,query_1,"['GO:0006364', 'GO:0042273']"
GO:MF,GO:0003729,mRNA binding,1.2670680129854207e-07,True,"""Binding to messenger RNA (mRNA), an intermediate molecule between DNA and protein. mRNA includes UTR and coding sequences, but does not contain introns."" [GOC:kmv, GOC:pr, SO:0000234]",677,3285,149,24541,0.045357686453576865,0.22008862629246675,query_1,['GO:0003723']
GO:BP,GO:0031399,regulation of protein modification process,1.5923639392007115e-07,True,"""Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]",90,2998,37,21641,0.012341561040693796,0.4111111111111111,query_1,"['GO:0036211', 'GO:0051246']"
GO:CC,GO:0005832,chaperonin-containing T-complex,1.6755006829454906e-07,True,"""A multisubunit ring-shaped complex that mediates protein folding in the cytosol without a cofactor."" [GOC:sgd_curators, PMID:11580267]",17,3033,14,20617,0.004615891856247939,0.8235294117647058,query_1,"['GO:0005829', 'GO:0101031']"
GO:BP,GO:0051338,regulation of transferase activity,1.769867818989249e-07,True,"""Any process that modulates the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."" [GOC:ai]",75,2998,33,21641,0.011007338225483656,0.44,query_1,['GO:0050790']
GO:BP,GO:0000819,sister chromatid segregation,1.9644319982377563e-07,True,"""The cell cycle process in which sister chromatids are organized and then physically separated and apportioned to two or more sets."" [GOC:ai, GOC:elh]",79,2998,34,21641,0.01134089392928619,0.43037974683544306,query_1,"['GO:0051276', 'GO:0098813']"
GO:BP,GO:0000028,ribosomal small subunit assembly,2.3179344291663354e-07,True,"""The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit."" [GOC:jl, PMID:30467428]",32,2998,20,21641,0.0066711140760507,0.625,query_1,"['GO:0022618', 'GO:0042255', 'GO:0042274']"
GO:BP,GO:0009058,biosynthetic process,2.343025862254514e-07,True,"""A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones."" [GOC:curators, ISBN:0198547684]",8529,2998,1337,21641,0.44596397598398935,0.15675929182788134,query_1,['GO:0008152']
GO:CC,GO:0005739,mitochondrion,2.940177981662615e-07,True,"""A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."" [GOC:giardia, ISBN:0198506732]",1059,3033,226,20617,0.07451368282228817,0.21340887629839472,query_1,"['GO:0005737', 'GO:0043231']"
GO:CC,GO:0030686,90S preribosome,3.240311404516062e-07,True,"""A large ribonucleoprotein complex considered to be the earliest preribosomal complex. In S. cerevisiae, it has a size of 90S and consists of the 35S pre-rRNA, early-associating ribosomal proteins most of which are part of the small ribosomal subunit, the U3 snoRNA and associated proteins."" [GOC:krc, GOC:vw, PMID:12150911, PMID:12957375, PMID:15120992]",36,3033,21,20617,0.006923837784371909,0.5833333333333334,query_1,['GO:0030684']
GO:BP,GO:0098813,nuclear chromosome segregation,4.639390673987892e-07,True,"""The process in which genetic material, in the form of nuclear chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. Nuclear chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:dos]",105,2998,40,21641,0.0133422281521014,0.38095238095238093,query_1,['GO:0007059']
GO:CC,GO:0005761,mitochondrial ribosome,4.941027717653349e-07,True,"""A ribosome found in the mitochondrion of a eukaryotic cell; contains a characteristic set of proteins distinct from those of cytosolic ribosomes."" [GOC:mah, ISBN:0198506732]",46,3033,24,20617,0.00791295746785361,0.5217391304347826,query_1,"['GO:0000313', 'GO:0005759']"
GO:CC,GO:0101031,protein folding chaperone complex,6.510678943190853e-07,True,"""A protein complex required for the non-covalent folding or unfolding, maturation, stabilization or assembly or disassembly of macromolecular structures. Usually active during or immediately after completion of translation. Many chaperone complexes contain heat shock proteins."" [GOC:bhm, PMID:21855797]",18,3033,14,20617,0.004615891856247939,0.7777777777777778,query_1,['GO:0140535']
GO:CC,GO:0042555,MCM complex,1.2124686225873078e-06,True,"""A hexameric protein complex required for the initiation and regulation of DNA replication."" [GOC:jl, PMID:11282021]",14,3033,12,20617,0.003956478733926805,0.8571428571428571,query_1,['GO:0032991']
GO:BP,GO:0010564,regulation of cell cycle process,1.2360869982963016e-06,True,"""Any process that modulates a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]",125,2998,44,21641,0.01467645096731154,0.352,query_1,"['GO:0022402', 'GO:0051726']"
GO:BP,GO:0000727,double-strand break repair via break-induced replication,2.165898551669066e-06,True,"""The error-free repair of a double-strand break in DNA in which the centromere-proximal end of a broken chromosome searches for a homologous region in an intact chromosome. DNA synthesis initiates from the 3' end of the invading DNA strand, using the intact chromosome as the template, and progresses to the end of the chromosome."" [GOC:elh, PMID:10357855]",16,2998,13,21641,0.004336224149432955,0.8125,query_1,['GO:0000724']
GO:CC,GO:0000315,organellar large ribosomal subunit,2.3007067159806907e-06,True,"""The larger of the two subunits of an organellar ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site)."" [GOC:mcc]",27,3033,17,20617,0.00560501153972964,0.6296296296296297,query_1,"['GO:0000313', 'GO:0015934']"
GO:CC,GO:0005762,mitochondrial large ribosomal subunit,2.3007067159806907e-06,True,"""The larger of the two subunits of a mitochondrial ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site)."" [GOC:mcc]",27,3033,17,20617,0.00560501153972964,0.6296296296296297,query_1,"['GO:0000315', 'GO:0005761', 'GO:0098798']"
GO:MF,GO:0005488,binding,2.693042217252994e-06,True,"""The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule."" [GOC:ceb, GOC:mah, ISBN:0198506732]",16555,3285,2357,24541,0.7175038051750381,0.14237390516460283,query_1,['GO:0003674']
GO:CC,GO:0005732,sno(s)RNA-containing ribonucleoprotein complex,3.627102371962182e-06,True,"""A ribonucleoprotein complex that contains an RNA molecule of the snoRNA family and associated proteins. Many are involved in a step of processing of rRNA molecules: cleavage, 2'-O-methylation, or pseudouridylation, but other RNA types can be targets as well. The majority fall into one of two classes, box C/D type or box H/ACA type, which are conserved across eukaryotes and archaea. Other members include the telomerase RNA and the ribonuclease MRP RNA."" [GOC:krc, GOC:mah, ISBN:0879695897, PMID:17284456]",43,3033,22,20617,0.007253544345532476,0.5116279069767442,query_1,['GO:1990904']
GO:BP,GO:0006302,double-strand break repair,3.999885133073425e-06,True,"""The repair of double-strand breaks in DNA via homologous and nonhomologous mechanisms to reform a continuous DNA helix."" [GOC:elh]",170,2998,53,21641,0.017678452301534357,0.31176470588235294,query_1,['GO:0006281']
GO:BP,GO:0045859,regulation of protein kinase activity,4.228938223950758e-06,True,"""Any process that modulates the frequency, rate or extent of protein kinase activity."" [GOC:go_curators]",60,2998,27,21641,0.009006004002668445,0.45,query_1,"['GO:0001932', 'GO:0043549']"
GO:BP,GO:0043549,regulation of kinase activity,4.228938223950758e-06,True,"""Any process that modulates the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:bf]",60,2998,27,21641,0.009006004002668445,0.45,query_1,"['GO:0042325', 'GO:0051338']"
GO:BP,GO:0140014,mitotic nuclear division,5.273423613712505e-06,True,"""A mitotic cell cycle process comprising the steps by which the nucleus of a eukaryotic cell divides; the process involves condensation of chromosomal DNA into a highly compacted form. Canonically, mitosis produces two daughter nuclei whose chromosome complement is identical to that of the mother cell."" [ISBN:0198547684]",68,2998,29,21641,0.009673115410273516,0.4264705882352941,query_1,"['GO:0000280', 'GO:1903047']"
GO:BP,GO:1901987,regulation of cell cycle phase transition,5.961899770772354e-06,True,"""Any process that modulates the frequency, rate or extent of cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",84,2998,33,21641,0.011007338225483656,0.39285714285714285,query_1,"['GO:0010564', 'GO:0044770']"
GO:BP,GO:0042325,regulation of phosphorylation,8.285270879550854e-06,True,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]",73,2998,30,21641,0.01000667111407605,0.410958904109589,query_1,"['GO:0016310', 'GO:0019220']"
GO:BP,GO:0001932,regulation of protein phosphorylation,8.285270879550854e-06,True,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]",73,2998,30,21641,0.01000667111407605,0.410958904109589,query_1,"['GO:0006468', 'GO:0031399', 'GO:0042325']"
GO:BP,GO:0000725,recombinational repair,1.067975721132309e-05,True,"""A DNA repair process that involves the exchange, reciprocal or nonreciprocal, of genetic material between the broken DNA molecule and a homologous DNA region."" [GOC:elh]",124,2998,42,21641,0.014009339559706471,0.3387096774193548,query_1,"['GO:0006281', 'GO:0006310']"
GO:BP,GO:0000070,mitotic sister chromatid segregation,1.104906331439825e-05,True,"""The cell cycle process in which replicated homologous chromosomes are organized and then physically separated and apportioned to two sets during the mitotic cell cycle. Each replicated chromosome, composed of two sister chromatids, aligns at the cell equator, paired with its homologous partner. One homolog of each morphologic type goes into each of the resulting chromosome sets."" [GOC:ai, GOC:jl]",66,2998,28,21641,0.009339559706470981,0.42424242424242425,query_1,"['GO:0000819', 'GO:0140014', 'GO:1903047']"
GO:CC,GO:0000307,cyclin-dependent protein kinase holoenzyme complex,1.3252722712822755e-05,True,"""Cyclin-dependent protein kinases (CDKs) are enzyme complexes that contain a kinase catalytic subunit associated with a regulatory cyclin partner."" [GOC:krc, PMID:11602261]",103,3033,37,20617,0.012199142762940983,0.3592233009708738,query_1,['GO:1902554']
GO:BP,GO:0065004,protein-DNA complex assembly,1.816596729202794e-05,True,"""The aggregation, arrangement and bonding together of proteins and DNA molecules to form a protein-DNA complex."" [GOC:jl]",135,2998,44,21641,0.01467645096731154,0.32592592592592595,query_1,"['GO:0065003', 'GO:0071824']"
GO:BP,GO:0006268,DNA unwinding involved in DNA replication,2.0340225247974358e-05,True,"""The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating unpaired template strands for DNA replication."" [ISBN:071673706X, ISBN:0815316194]",26,2998,16,21641,0.00533689126084056,0.6153846153846154,query_1,"['GO:0006261', 'GO:0032508']"
GO:CC,GO:0030687,"preribosome, large subunit precursor",2.1067171754001145e-05,True,"""A preribosomal complex consisting of 27SA, 27SB, and/or 7S pre-rRNA, 5S rRNA, ribosomal proteins including late-associating large subunit proteins, and associated proteins; a precursor of the eukaryotic cytoplasmic large ribosomal subunit."" [PMID:10567516]",27,3033,16,20617,0.005275304978569074,0.5925925925925926,query_1,['GO:0030684']
GO:BP,GO:0006259,DNA metabolic process,2.4591944178710533e-05,True,"""Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."" [ISBN:0198506732]",917,2998,186,21641,0.06204136090727151,0.20283533260632497,query_1,['GO:0090304']
KEGG,KEGG:03030,DNA replication,2.5578679540563896e-05,True,DNA replication,37,732,21,3709,0.028688524590163935,0.5675675675675675,query_1,['KEGG:00000']
GO:BP,GO:0051321,meiotic cell cycle,2.580026356063549e-05,True,"""Progression through the phases of the meiotic cell cycle, in which canonically a cell replicates to produce four offspring with half the chromosomal content of the progenitor cell via two nuclear divisions."" [GOC:ai]",169,2998,51,21641,0.017011340893929285,0.30177514792899407,query_1,"['GO:0007049', 'GO:0019953', 'GO:0022414']"
GO:BP,GO:1903046,meiotic cell cycle process,2.658960402702977e-05,True,"""A process that is part of the meiotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]",123,2998,41,21641,0.013675783855903937,0.3333333333333333,query_1,"['GO:0022402', 'GO:0022414', 'GO:0051321']"
GO:CC,GO:0098798,mitochondrial protein-containing complex,2.796984036458789e-05,True,"""A protein complex that is part of a mitochondrion."" [GOC:dos]",136,3033,44,20617,0.014507088691064951,0.3235294117647059,query_1,"['GO:0005739', 'GO:0032991']"
GO:BP,GO:0000724,double-strand break repair via homologous recombination,2.9965740339901304e-05,True,"""The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule."" [GOC:elh, PMID:10357855]",119,2998,40,21641,0.0133422281521014,0.33613445378151263,query_1,"['GO:0000725', 'GO:0006302']"
GO:BP,GO:1904029,regulation of cyclin-dependent protein kinase activity,3.6481456209424565e-05,True,"""Any process that modulates the frequency, rate or extent of cyclin-dependent protein kinase activity."" [GO_REF:0000059, GOC:als, GOC:TermGenie, PMID:22995177]",43,2998,21,21641,0.007004669779853236,0.4883720930232558,query_1,"['GO:0045859', 'GO:0051726']"
GO:BP,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,3.6481456209424565e-05,True,"""Any process that modulates the frequency, rate or extent of cyclin-dependent protein serine/threonine kinase activity."" [GOC:go_curators, GOC:pr]",43,2998,21,21641,0.007004669779853236,0.4883720930232558,query_1,"['GO:0071900', 'GO:1904029']"
GO:MF,GO:0017116,single-stranded DNA helicase activity,3.6906014763972145e-05,True,"""Catalysis of the reaction: ATP + H2O = ADP + phosphate, in the presence of single-stranded DNA; drives the unwinding of a DNA helix."" [GOC:jl]",12,3285,10,24541,0.0030441400304414,0.8333333333333334,query_1,['GO:0003678']
GO:MF,GO:0008574,plus-end-directed microtubule motor activity,4.143556387201868e-05,True,"""A motor activity that generates movement along a microtubule toward the plus end, driven by ATP hydrolysis."" [GOC:vw, PMID:32842864]",17,3285,12,24541,0.0036529680365296802,0.7058823529411765,query_1,['GO:0003777']
GO:BP,GO:0071824,protein-DNA complex organization,4.15284044591045e-05,True,"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein-DNA complex."" [GOC:mah]",143,2998,45,21641,0.015010006671114077,0.3146853146853147,query_1,['GO:0043933']
GO:BP,GO:0071900,regulation of protein serine/threonine kinase activity,4.618997677709257e-05,True,"""Any process that modulates the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]",47,2998,22,21641,0.00733822548365577,0.46808510638297873,query_1,['GO:0045859']
GO:MF,GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity,5.4414749762356324e-05,True,"""Modulates the activity of a cyclin-dependent protein serine/threonine kinase, enzymes of the protein kinase family that are regulated through association with cyclins and other proteins."" [GOC:pr, GOC:rn, PMID:7877684, PMID:9442875]",83,3285,30,24541,0.0091324200913242,0.3614457831325301,query_1,['GO:0019887']
GO:CC,GO:0032993,protein-DNA complex,5.773531510276369e-05,True,"""A macromolecular complex containing both protein and DNA molecules."" [GOC:mah]",214,3033,60,20617,0.019782393669634024,0.2803738317757009,query_1,['GO:0032991']
GO:BP,GO:0090304,nucleic acid metabolic process,5.884537098859865e-05,True,"""Any cellular metabolic process involving nucleic acids."" [GOC:dph, GOC:tb]",5517,2998,883,21641,0.29452968645763844,0.16005075222040965,query_1,"['GO:0006139', 'GO:0043170']"
GO:CC,GO:0005852,eukaryotic translation initiation factor 3 complex,0.0001167291438685381,True,"""A complex of several polypeptides that plays at least two important roles in protein synthesis: First, eIF3 binds to the 40S ribosome and facilitates loading of the Met-tRNA/eIF2.GTP ternary complex to form the 43S preinitiation complex. Subsequently, eIF3 apparently assists eIF4 in recruiting mRNAs to the 43S complex. The eIF3 complex contains five conserved core subunits, and may contain several additional proteins; the non-core subunits are thought to mediate association of the complex with specific sets of mRNAs."" [PMID:15904532]",43,3033,20,20617,0.006594131223211342,0.46511627906976744,query_1,"['GO:0005737', 'GO:0032991']"
GO:BP,GO:0019220,regulation of phosphate metabolic process,0.0001266016669428102,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",85,2998,31,21641,0.010340226817878585,0.36470588235294116,query_1,"['GO:0006796', 'GO:0051174']"
GO:MF,GO:0003688,DNA replication origin binding,0.00014055987457736244,True,"""Binding to a DNA replication origin, a unique DNA sequence of a replicon at which DNA replication is initiated and proceeds bidirectionally or unidirectionally."" [GOC:curators]",13,3285,10,24541,0.0030441400304414,0.7692307692307693,query_1,['GO:1990837']
GO:CC,GO:0015630,microtubule cytoskeleton,0.0001417548839902532,True,"""The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins."" [GOC:jl, ISBN:0395825172]",367,3033,89,20617,0.02934388394329047,0.24250681198910082,query_1,['GO:0005856']
GO:BP,GO:0007276,gamete generation,0.00014857430651496345,True,"""The generation and maintenance of gametes in a multicellular organism. A gamete is a haploid reproductive cell."" [GOC:ems, GOC:mtg_sensu]",32,2998,17,21641,0.005670446964643095,0.53125,query_1,"['GO:0019953', 'GO:0048609']"
GO:BP,GO:0051174,regulation of phosphorus metabolic process,0.00017184264663677707,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]",86,2998,31,21641,0.010340226817878585,0.36046511627906974,query_1,"['GO:0006793', 'GO:0019222']"
GO:BP,GO:0007140,male meiotic nuclear division,0.00019094013896033742,True,"""A cell cycle process by which the cell nucleus divides as part of a meiotic cell cycle in the male germline."" [GOC:dph, GOC:mah, GOC:vw]",23,2998,14,21641,0.004669779853235491,0.6086956521739131,query_1,"['GO:0048232', 'GO:0140013']"
GO:BP,GO:0033260,nuclear DNA replication,0.00019094013896033742,True,"""The DNA-dependent DNA replication that occurs in the nucleus of eukaryotic organisms as part of the cell cycle."" [GOC:mtg_cell_cycle]",23,2998,14,21641,0.004669779853235491,0.6086956521739131,query_1,['GO:0044786']
GO:BP,GO:0009987,cellular process,0.00019226158140306978,True,"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]",20431,2998,2887,21641,0.9629753168779186,0.14130487983945964,query_1,['GO:0008150']
GO:CC,GO:0005874,microtubule,0.00020788226928842687,True,"""Any of the long, generally straight, hollow tubes of internal diameter 12-15 nm and external diameter 24 nm found in a wide variety of eukaryotic cells; each consists (usually) of 13 protofilaments of polymeric tubulin, staggered in such a manner that the tubulin monomers are arranged in a helical pattern on the microtubular surface, and with the alpha/beta axes of the tubulin subunits parallel to the long axis of the tubule; exist in equilibrium with pool of tubulin monomers and can be rapidly assembled or disassembled in response to physiological stimuli; concerned with force generation, e.g. in the spindle."" [ISBN:0879693568]",323,3033,80,20617,0.02637652489284537,0.2476780185758514,query_1,"['GO:0015630', 'GO:0099513']"
GO:MF,GO:0015631,tubulin binding,0.00022718832784551397,True,"""Binding to monomeric or multimeric forms of tubulin, including microtubules."" [GOC:clt]",319,3285,75,24541,0.0228310502283105,0.23510971786833856,query_1,['GO:0008092']
GO:CC,GO:0005854,nascent polypeptide-associated complex,0.00030092802761798505,True,"""A heterodimeric protein complex that can reversibly bind to ribosomes, and is located in direct proximity to newly synthesized polypeptide chains as they emerge from the ribosome."" [PMID:12475173, PMID:7568149]",9,3033,8,20617,0.002637652489284537,0.8888888888888888,query_1,"['GO:0005737', 'GO:0032991']"
GO:MF,GO:0019207,kinase regulator activity,0.0003159336158750983,True,"""Modulates the activity of a kinase, an enzyme which catalyzes of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:ai]",151,3285,43,24541,0.013089802130898021,0.2847682119205298,query_1,['GO:0030234']
GO:CC,GO:0099513,polymeric cytoskeletal fiber,0.00034819184334067087,True,"""A component of the cytoskeleton consisting of a homo or heteropolymeric fiber constructed from an indeterminate number of protein subunits."" [GOC:dos]",327,3033,80,20617,0.02637652489284537,0.24464831804281345,query_1,"['GO:0005856', 'GO:0099512']"
GO:BP,GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.00036867043139048175,True,"""Any process involved in the maturation of a precursor Large SubUnit (LSU) ribosomal RNA (rRNA) molecule into a mature LSU-rRNA molecule from the pre-rRNA molecule originally produced as a tricistronic rRNA transcript that contains the Small Subunit (SSU) rRNA, 5.8S rRNA, and Large Subunit (LSU) in that order from 5' to 3' along the primary transcript."" [GOC:curators]",27,2998,15,21641,0.005003335557038025,0.5555555555555556,query_1,['GO:0000470']
GO:BP,GO:0140013,meiotic nuclear division,0.00038854344714835197,True,"""One of the two nuclear divisions that occur as part of the meiotic cell cycle."" [PMID:9334324]",102,2998,34,21641,0.01134089392928619,0.3333333333333333,query_1,"['GO:0000280', 'GO:1903046']"
GO:CC,GO:0099081,supramolecular polymer,0.0003951371722293597,True,"""A polymeric supramolecular structure."" [GOC:dos]",328,3033,80,20617,0.02637652489284537,0.24390243902439024,query_1,['GO:0099080']
GO:CC,GO:0099512,supramolecular fiber,0.0003951371722293597,True,"""A polymer consisting of an indefinite number of protein or protein complex subunits that have polymerised to form a fiber-shaped structure."" [GOC:dos]",328,3033,80,20617,0.02637652489284537,0.24390243902439024,query_1,['GO:0099081']
GO:BP,GO:0006139,nucleobase-containing compound metabolic process,0.0004626104229583789,True,"""Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:ai]",6182,2998,970,21641,0.32354903268845897,0.15690714978971207,query_1,['GO:0044238']
GO:MF,GO:0045182,translation regulator activity,0.0004744696399167919,True,"""Any molecular function involved in the initiation, activation, perpetuation, repression or termination of polypeptide synthesis at the ribosome."" [GOC:ai]",308,3285,72,24541,0.021917808219178082,0.23376623376623376,query_1,['GO:0003674']
GO:MF,GO:0019887,protein kinase regulator activity,0.000687174393692225,True,"""Modulates the activity of a protein kinase, an enzyme which phosphorylates a protein."" [GOC:ai]",140,3285,40,24541,0.0121765601217656,0.2857142857142857,query_1,['GO:0019207']
KEGG,KEGG:03008,Ribosome biogenesis in eukaryotes,0.0007110083488612284,True,Ribosome biogenesis in eukaryotes,56,732,25,3709,0.03415300546448088,0.44642857142857145,query_1,['KEGG:00000']
GO:MF,GO:0003697,single-stranded DNA binding,0.0008098916978731769,True,"""Binding to single-stranded DNA."" [GOC:elh, GOC:vw, PMID:22976174]",126,3285,37,24541,0.011263318112633182,0.29365079365079366,query_1,['GO:0003677']
GO:MF,GO:0046982,protein heterodimerization activity,0.0009706085805301413,True,"""Binding to a nonidentical protein to form a heterodimer."" [GOC:ai]",188,3285,49,24541,0.014916286149162862,0.26063829787234044,query_1,['GO:0046983']
GO:CC,GO:0005875,microtubule associated complex,0.0010587565962314781,True,"""Any multimeric complex connected to a microtubule."" [GOC:jl]",64,3033,24,20617,0.00791295746785361,0.375,query_1,"['GO:0015630', 'GO:0032991']"
GO:MF,GO:0090079,"translation regulator activity, nucleic acid binding",0.0011727648704245072,True,"""Any selective and non-covalent interaction with a nucleic acid involved in the initiation, activation, perpetuation, repression or termination of polypeptide synthesis at the ribosome."" [GOC:dph, GOC:tb, GOC:vw]",304,3285,70,24541,0.0213089802130898,0.23026315789473684,query_1,"['GO:0003676', 'GO:0045182']"
GO:BP,GO:0048232,male gamete generation,0.0012496959108323363,True,"""Generation of the male gamete; specialised haploid cells produced by meiosis and along with a female gamete takes part in sexual reproduction."" [GOC:dph, GOC:jid]",29,2998,15,21641,0.005003335557038025,0.5172413793103449,query_1,['GO:0007276']
GO:BP,GO:1902969,mitotic DNA replication,0.0012978375472322528,True,"""Any nuclear DNA replication that is involved in a mitotic cell cycle."" [GO_REF:0000060, GOC:TermGenie]",14,2998,10,21641,0.00333555703802535,0.7142857142857143,query_1,"['GO:0033260', 'GO:1903047']"
GO:BP,GO:0000460,maturation of 5.8S rRNA,0.0013128109668056633,True,"""Any process involved in the maturation of a precursor 5.8S ribosomal RNA (rRNA) molecule into a mature 5.8S rRNA molecule."" [GOC:curators]",59,2998,23,21641,0.007671781187458306,0.3898305084745763,query_1,['GO:0006364']
GO:BP,GO:0007017,microtubule-based process,0.0015689949623847771,True,"""Any cellular process that depends upon or alters the microtubule cytoskeleton, that part of the cytoskeleton comprising microtubules and their associated proteins."" [GOC:mah]",351,2998,81,21641,0.027018012008005337,0.23076923076923078,query_1,['GO:0009987']
GO:MF,GO:0008017,microtubule binding,0.0016207043056674774,True,"""Binding to a microtubule, a filament composed of tubulin monomers."" [GOC:krc]",301,3285,69,24541,0.021004566210045664,0.2292358803986711,query_1,['GO:0015631']
GO:CC,GO:0005819,spindle,0.001641511555635948,True,"""The array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during mitosis or meiosis and serves to move the duplicated chromosomes apart."" [ISBN:0198547684]",91,3033,30,20617,0.009891196834817012,0.32967032967032966,query_1,"['GO:0015630', 'GO:0043232']"
GO:BP,GO:0006325,chromatin organization,0.0017084529000306122,True,"""The assembly or remodeling of chromatin composed of DNA complexed with histones, other associated proteins, and sometimes RNA."" [PMID:20404130]",459,2998,100,21641,0.0333555703802535,0.2178649237472767,query_1,['GO:0016043']
GO:BP,GO:0019953,sexual reproduction,0.0017510684177621135,True,"""A type of reproduction that combines the genetic material of two gametes (such as a sperm or egg cell or fungal spores). The gametes have an haploid genome (with a single set of chromosomes, the product of a meiotic division) and combines with one another to produce a zygote (diploid)."" [Wikipedia:Sexual_reproduction]",238,2998,60,21641,0.0200133422281521,0.25210084033613445,query_1,['GO:0022414']
GO:CC,GO:0005850,eukaryotic translation initiation factor 2 complex,0.001783331417531831,True,"""Complex of three heterogeneous polypeptide chains, that form a ternary complex with initiator methionyl-tRNA and GTP. This ternary complex binds to free 40S subunit, which subsequently binds the 5' end of mRNA."" [PMID:10216940]",6,3033,6,20617,0.0019782393669634025,1.0,query_1,"['GO:0005737', 'GO:0032991']"
GO:BP,GO:0010948,negative regulation of cell cycle process,0.0018509829677027646,True,"""Any process that decreases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]",60,2998,23,21641,0.007671781187458306,0.38333333333333336,query_1,"['GO:0010564', 'GO:0022402', 'GO:0045786']"
