source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0010027,thylakoid membrane organization,1.4685008063044277e-08,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the thylakoid membrane."" [GOC:dph, GOC:jl, GOC:mah, GOC:tb]",29,2985,20,21641,0.006700167504187605,0.6896551724137931,query_1,['GO:0009668']
GO:CC,GO:0042646,plastid nucleoid,1.9426342245045978e-08,True,"""The region of a plastid to which the DNA is confined."" [GOC:jl]",25,2954,18,20617,0.006093432633716994,0.72,query_1,"['GO:0009295', 'GO:0009532', 'GO:0043232']"
GO:BP,GO:0009259,ribonucleotide metabolic process,2.0553401351823335e-08,True,"""The chemical reactions and pathways involving a ribonucleotide, a compound consisting of ribonucleoside (a base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",329,2985,91,21641,0.030485762144053602,0.2765957446808511,query_1,"['GO:0009117', 'GO:0019693']"
GO:MF,GO:0004176,ATP-dependent peptidase activity,2.5726501101050947e-08,True,"""Catalysis of the hydrolysis of peptide bonds, driven by ATP hydrolysis."" [GOC:mah]",49,3354,26,24541,0.007751937984496124,0.5306122448979592,query_1,"['GO:0008233', 'GO:0140657']"
GO:CC,GO:0010287,plastoglobule,5.4634724342261586e-08,True,"""A lipoprotein particle present in chloroplasts. They are rich in non-polar lipids (triglycerides, esters) as well as in prenylquinones, plastoquinone and tocopherols. Plastoglobules are often associated with thylakoid membranes, suggesting an exchange of lipids with thylakoids."" [GOC:tair_curators, PMID:16461379]",26,2954,18,20617,0.006093432633716994,0.6923076923076923,query_1,"['GO:0009570', 'GO:0110165']"
GO:BP,GO:0009205,purine ribonucleoside triphosphate metabolic process,5.971652655558496e-08,True,"""The chemical reactions and pathways involving purine ribonucleoside triphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",227,2985,69,21641,0.023115577889447236,0.3039647577092511,query_1,"['GO:0009144', 'GO:0009199']"
GO:MF,GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism",7.06032582379146e-08,True,"""Enables the synthesis of ATP from ADP and phosphate by the transfer of protons from one side of a membrane to the other by a rotational mechanism driven by a gradient according to the reaction: ADP + H2O + phosphate + H+(in) -> ATP + H+(out)."" [RHEA:57722]",72,3354,32,24541,0.009540846750149075,0.4444444444444444,query_1,"['GO:0015252', 'GO:0016874']"
GO:MF,GO:0015252,proton channel activity,7.06032582379146e-08,True,"""Enables the facilitated diffusion of a hydrogen ion (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism."" [GOC:mtg_transport, GOC:pr, ISBN:0815340729]",72,3354,32,24541,0.009540846750149075,0.4444444444444444,query_1,"['GO:0005261', 'GO:0015078']"
GO:BP,GO:0016108,tetraterpenoid metabolic process,9.392717681362999e-08,True,"""The chemical reactions and pathways involving tetraterpenoid compounds, terpenoids with eight isoprene units."" [ISBN:0198547684]",31,2985,20,21641,0.006700167504187605,0.6451612903225806,query_1,['GO:0006721']
GO:BP,GO:0016116,carotenoid metabolic process,9.392717681362999e-08,True,"""The chemical reactions and pathways involving carotenoids, tetraterpenoid compounds in which two units of 4 isoprenoid residues joined head-to-tail are themselves joined tail-to-tail."" [ISBN:0198547684]",31,2985,20,21641,0.006700167504187605,0.6451612903225806,query_1,['GO:0016108']
GO:MF,GO:0016830,carbon-carbon lyase activity,1.0644034812908259e-07,True,"""Catalysis of the cleavage of C-C bonds by other means than by hydrolysis or oxidation, or conversely adding a group to a double bond."" [GOC:jl]",207,3354,63,24541,0.018783542039355994,0.30434782608695654,query_1,['GO:0016829']
GO:BP,GO:0009144,purine nucleoside triphosphate metabolic process,1.1402508127236121e-07,True,"""The chemical reactions and pathways involving purine nucleoside triphosphate, a compound consisting of a purine base linked to a ribose or deoxyribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",230,2985,69,21641,0.023115577889447236,0.3,query_1,['GO:0009141']
GO:BP,GO:0015986,proton motive force-driven ATP synthesis,1.1653202443790724e-07,True,"""The chemical reactions and pathways resulting in the formation of ATP driven by transport of protons across a membrane to generate an electrochemical gradient (proton-motive force)."" [GOC:vw]",78,2985,34,21641,0.011390284757118929,0.4358974358974359,query_1,['GO:0006754']
GO:BP,GO:0006754,ATP biosynthetic process,1.1653202443790724e-07,True,"""The chemical reactions and pathways resulting in the formation of ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."" [GOC:go_curators, ISBN:0198506732]",78,2985,34,21641,0.011390284757118929,0.4358974358974359,query_1,"['GO:0009152', 'GO:0009206', 'GO:0046034']"
GO:MF,GO:0016829,lyase activity,1.4022624352800596e-07,True,"""Catalysis of the cleavage of C-C, C-O, C-N and other bonds by other means than by hydrolysis or oxidation, or conversely adding a group to a double bond. They differ from other enzymes in that two substrates are involved in one reaction direction, but only one in the other direction. When acting on the single substrate, a molecule is eliminated and this generates either a new double bond or a new ring."" [EC:4.-.-.-]",609,3354,139,24541,0.04144305307096005,0.22824302134646962,query_1,['GO:0003824']
GO:MF,GO:0016667,"oxidoreductase activity, acting on a sulfur group of donors",2.2784834943088898e-07,True,"""Catalysis of an oxidation-reduction (redox) reaction in which a sulfur-containing group acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor."" [GOC:ai]",128,3354,45,24541,0.013416815742397137,0.3515625,query_1,['GO:0016491']
GO:CC,GO:1990204,oxidoreductase complex,2.6248808625895693e-07,True,"""Any protein complex that possesses oxidoreductase activity."" [GOC:bhm, PMID:18982432]",93,2954,37,20617,0.012525389302640487,0.3978494623655914,query_1,['GO:1902494']
GO:BP,GO:0009199,ribonucleoside triphosphate metabolic process,2.8076379718656053e-07,True,"""The chemical reactions and pathways involving a ribonucleoside triphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",244,2985,71,21641,0.023785594639865997,0.29098360655737704,query_1,['GO:0009141']
GO:BP,GO:0006081,aldehyde metabolic process,2.98794237249364e-07,True,"""The chemical reactions and pathways involving aldehydes, any organic compound with the formula R-CH=O, as carried out by individual cells."" [GOC:go_curators, ISBN:0198506732]",69,2985,31,21641,0.010385259631490788,0.4492753623188406,query_1,['GO:0008152']
GO:BP,GO:0006720,isoprenoid metabolic process,3.1154326249347035e-07,True,"""The chemical reactions and pathways involving isoprenoid compounds, isoprene (2-methylbuta-1,3-diene) or compounds containing or derived from linked isoprene (3-methyl-2-butenylene) residues."" [ISBN:0198547684]",230,2985,68,21641,0.022780569514237858,0.2956521739130435,query_1,['GO:0006629']
KEGG,KEGG:01110,Biosynthesis of secondary metabolites,3.2455752774729817e-07,True,Biosynthesis of secondary metabolites,952,591,209,3709,0.3536379018612521,0.21953781512605042,query_1,['KEGG:00000']
GO:BP,GO:0009117,nucleotide metabolic process,3.965969275191759e-07,True,"""The chemical reactions and pathways involving a nucleotide, a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic nucleotides (nucleoside cyclic phosphates)."" [GOC:ma]",468,2985,114,21641,0.03819095477386935,0.24358974358974358,query_1,['GO:0006753']
GO:BP,GO:0031425,chloroplast RNA processing,4.4836739612215244e-07,True,"""The conversion of a primary RNA molecule transcribed from a chloroplast genome into one or more mature RNA molecules."" [GOC:mah]",15,2985,13,21641,0.004355108877721943,0.8666666666666667,query_1,['GO:0006396']
GO:CC,GO:0098803,respiratory chain complex,5.097887707613874e-07,True,"""Any protein complex that is part of a respiratory chain."" [GOC:dos]",87,2954,35,20617,0.011848341232227487,0.40229885057471265,query_1,['GO:0032991']
GO:BP,GO:0009141,nucleoside triphosphate metabolic process,5.312151448345692e-07,True,"""The chemical reactions and pathways involving a nucleoside triphosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",262,2985,74,21641,0.024790619765494137,0.2824427480916031,query_1,['GO:0006753']
GO:MF,GO:0005261,monoatomic cation channel activity,5.340089016220704e-07,True,"""Enables the energy-independent facilitated diffusion of a monoatomic cation through a transmembrane aqueous pore or channel."" [GOC:def, GOC:dph, GOC:mtg_transport, GOC:pr, ISBN:0815340729]",131,3354,45,24541,0.013416815742397137,0.3435114503816794,query_1,"['GO:0005216', 'GO:0008324']"
GO:CC,GO:0031969,chloroplast membrane,6.902545864339189e-07,True,"""Either of the lipid bilayers that surround a chloroplast and form the chloroplast envelope."" [GOC:mah, GOC:pz]",142,2954,48,20617,0.016249153689911984,0.3380281690140845,query_1,"['GO:0009941', 'GO:0042170']"
GO:CC,GO:0043226,organelle,6.940112318788774e-07,True,"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]",12525,2954,1936,20617,0.6553825321597834,0.15457085828343314,query_1,['GO:0110165']
GO:CC,GO:0043229,intracellular organelle,7.257429474925736e-07,True,"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]",12512,2954,1934,20617,0.6547054840893703,0.15457161125319693,query_1,"['GO:0005622', 'GO:0043226']"
GO:CC,GO:0009295,nucleoid,8.295696715675389e-07,True,"""The region of a virus, bacterial cell, mitochondrion or chloroplast to which the nucleic acid is confined."" [GOC:bm, GOC:ma, ISBN:3540076689]",35,2954,20,20617,0.006770480704129994,0.5714285714285714,query_1,['GO:0110165']
GO:BP,GO:0006721,terpenoid metabolic process,8.435781105812423e-07,True,"""The chemical reactions and pathways involving terpenoids, any member of a class of compounds characterized by an isoprenoid chemical structure and including derivatives with various functional groups."" [ISBN:0198506732]",146,2985,49,21641,0.01641541038525963,0.3356164383561644,query_1,['GO:0006720']
GO:BP,GO:0000373,Group II intron splicing,9.969976077795132e-07,True,"""The splicing of Group II introns. This occurs by a ribozymic mechanism where the intron sequence forms a distinct 3D structure, characteristic of Group II introns and containing splice site consensus sequences, that is involved in catalyzing the splicing reactions, though protein factors are also required in vivo. Splicing occurs by a series of two transesterification reactions (mechanistically similar to those for splicing of nuclear mRNAs) initiated by a bulged adenosine residue within the intron sequence as the initiating nucleophile. The intron is excised as a lariat."" [GOC:krc, PMID:11377794]",31,2985,19,21641,0.006365159128978224,0.6129032258064516,query_1,['GO:0000377']
GO:BP,GO:0016114,terpenoid biosynthetic process,1.6064639807070292e-06,True,"""The chemical reactions and pathways resulting in the formation of terpenoids, any member of a class of compounds characterized by an isoprenoid chemical structure."" [GOC:ai]",122,2985,43,21641,0.01440536013400335,0.3524590163934426,query_1,"['GO:0006721', 'GO:0008299']"
GO:BP,GO:0008299,isoprenoid biosynthetic process,1.7008979134134002e-06,True,"""The chemical reactions and pathways resulting in the formation of an isoprenoid compound, isoprene (2-methylbuta-1,3-diene) or compounds containing or derived from linked isoprene (3-methyl-2-butenylene) residues."" [ISBN:0198506732]",195,2985,59,21641,0.019765494137353432,0.30256410256410254,query_1,"['GO:0006720', 'GO:0008610']"
GO:BP,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,1.8424604942853218e-06,True,"""The chemical reactions and pathways resulting in the formation of purine ribonucleoside triphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",89,2985,35,21641,0.011725293132328308,0.39325842696629215,query_1,"['GO:0009145', 'GO:0009201', 'GO:0009205']"
GO:BP,GO:0009145,purine nucleoside triphosphate biosynthetic process,1.8424604942853218e-06,True,"""The chemical reactions and pathways resulting in the formation of purine nucleoside triphosphate, a compound consisting of a purine base linked to a ribose or deoxyribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",89,2985,35,21641,0.011725293132328308,0.39325842696629215,query_1,"['GO:0009142', 'GO:0009144']"
GO:BP,GO:0043467,regulation of generation of precursor metabolites and energy,2.08660142736493e-06,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of precursor metabolites, substances from which energy is derived, and the processes involved in the liberation of energy from these substances."" [GOC:jl]",16,2985,13,21641,0.004355108877721943,0.8125,query_1,"['GO:0006091', 'GO:0019222']"
GO:BP,GO:0072521,purine-containing compound metabolic process,2.482390760783478e-06,True,"""The chemical reactions and pathways involving a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof."" [GOC:mah]",482,2985,114,21641,0.03819095477386935,0.23651452282157676,query_1,['GO:0008152']
GO:BP,GO:0009644,response to high light intensity,2.5165128984666554e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a high light intensity stimulus."" [GOC:go_curators]",21,2985,15,21641,0.005025125628140704,0.7142857142857143,query_1,['GO:0009642']
GO:BP,GO:0030091,protein repair,2.8317141273469223e-06,True,"""The process of restoring a protein to its original state after damage by such things as oxidation or spontaneous decomposition of residues."" [GOC:mlg]",14,2985,12,21641,0.004020100502512563,0.8571428571428571,query_1,['GO:0019538']
GO:BP,GO:0042548,"regulation of photosynthesis, light reaction",3.1131447950170515e-06,True,"""Any process that modulates the frequency, rate or extent of the light-dependent reaction of photosynthesis."" [GOC:jl]",12,2985,11,21641,0.0036850921273031824,0.9166666666666666,query_1,"['GO:0010109', 'GO:0019684', 'GO:0043467']"
KEGG,KEGG:01200,Carbon metabolism,4.359736175406992e-06,True,Carbon metabolism,205,591,62,3709,0.10490693739424704,0.3024390243902439,query_1,['KEGG:00000']
GO:MF,GO:0016853,isomerase activity,1.0364613954854747e-05,True,"""Catalysis of the geometric or structural changes within one molecule. Isomerase is the systematic name for any enzyme of EC class 5."" [ISBN:0198506732]",466,3354,107,24541,0.03190220632081097,0.2296137339055794,query_1,['GO:0003824']
GO:MF,GO:0000287,magnesium ion binding,1.1907437622768442e-05,True,"""Binding to a magnesium (Mg) ion."" [GOC:ai]",191,3354,55,24541,0.016398330351818723,0.2879581151832461,query_1,['GO:0046872']
KEGG,KEGG:00710,Carbon fixation in photosynthetic organisms,1.3956522471030129e-05,True,Carbon fixation in photosynthetic organisms,49,591,23,3709,0.038917089678511,0.46938775510204084,query_1,['KEGG:00000']
GO:BP,GO:0009142,nucleoside triphosphate biosynthetic process,1.4572731863275217e-05,True,"""The chemical reactions and pathways resulting in the formation of a nucleoside triphosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",108,2985,38,21641,0.012730318257956449,0.35185185185185186,query_1,"['GO:0009141', 'GO:1901293']"
GO:BP,GO:0019288,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",1.5688379594265823e-05,True,"""The chemical reactions and pathways resulting in the formation of isopentenyl diphosphate by the mevalonate-independent pathway. Isopentenyl diphosphate (IPP) is the fundamental unit in isoprenoid biosynthesis and is biosynthesized from pyruvate and glyceraldehyde 3-phosphate via intermediates, including 1-deoxy-D-xylulose 5-phosphate."" [GOC:go_curators, MetaCyc:NONMEVIPP-PWY, PMID:18948055]",9,2985,9,21641,0.003015075376884422,1.0,query_1,"['GO:0009240', 'GO:0019682']"
GO:BP,GO:0010239,chloroplast mRNA processing,1.5688379594265823e-05,True,"""Steps involved in processing precursor RNAs arising from transcription of operons in the chloroplast genome into mature mRNAs."" [GOC:tb, PMID:9648738]",9,2985,9,21641,0.003015075376884422,1.0,query_1,"['GO:0006397', 'GO:0031425']"
GO:BP,GO:0010206,photosystem II repair,1.5688379594265823e-05,True,"""Proteolysis of the damaged D1 protein and re-assembly of a new D1 subunit in the photosystem II following photoinhibition."" [GOC:sm]",9,2985,9,21641,0.003015075376884422,1.0,query_1,"['GO:0009765', 'GO:0030091']"
GO:BP,GO:0009642,response to light intensity,1.592357488585332e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light intensity stimulus."" [GOC:go_curators]",45,2985,22,21641,0.007370184254606365,0.4888888888888889,query_1,['GO:0009416']
GO:BP,GO:0009637,response to blue light,1.9669922354839526e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a blue light stimulus. Blue light is electromagnetic radiation with a wavelength of between 440 and 500nm."" [GOC:ai, GOC:mtg_far_red]",29,2985,17,21641,0.005695142378559464,0.5862068965517241,query_1,['GO:0009416']
GO:CC,GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)",2.481955454284571e-05,True,"""The sector of a hydrogen-transporting ATP synthase complex in which the catalytic activity resides; it comprises the catalytic core and central stalk, and is peripherally associated with a membrane, such as the plasma membrane or the mitochondrial inner membrane, when the entire ATP synthase is assembled."" [GOC:mah, PMID:10838056]",55,2954,24,20617,0.008124576844955992,0.43636363636363634,query_1,"['GO:0033178', 'GO:0045259']"
GO:BP,GO:0009201,ribonucleoside triphosphate biosynthetic process,2.8515488110752572e-05,True,"""The chemical reactions and pathways resulting in the formation of a ribonucleoside triphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",106,2985,37,21641,0.012395309882747068,0.3490566037735849,query_1,"['GO:0009142', 'GO:0009199']"
GO:BP,GO:0009152,purine ribonucleotide biosynthetic process,3.054328093909505e-05,True,"""The chemical reactions and pathways resulting in the formation of a purine ribonucleotide, a compound consisting of ribonucleoside (a purine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",133,2985,43,21641,0.01440536013400335,0.3233082706766917,query_1,"['GO:0006164', 'GO:0009150', 'GO:0009260']"
GO:CC,GO:0009539,photosystem II reaction center,3.16865702045254e-05,True,"""An integral membrane complex containing P680, the chlorophyll a molecule that functions as a primary electron donor. In the light, functioning as a water-plastoquinone oxidoreductase, it transfers electrons from water to plastoquinone."" [GOC:kd, ISBN:0943088399]",8,2954,8,20617,0.002708192281651997,1.0,query_1,"['GO:0009523', 'GO:0098796']"
GO:BP,GO:0006753,nucleoside phosphate metabolic process,3.2273851704146724e-05,True,"""The chemical reactions and pathways involving any phosphorylated nucleoside."" [GOC:mah]",652,2985,140,21641,0.04690117252931323,0.2147239263803681,query_1,"['GO:0006796', 'GO:0019637', 'GO:0055086']"
GO:BP,GO:0006164,purine nucleotide biosynthetic process,3.681987960801424e-05,True,"""The chemical reactions and pathways resulting in the formation of a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",157,2985,48,21641,0.016080402010050253,0.3057324840764331,query_1,"['GO:0006163', 'GO:0009165', 'GO:0072522']"
GO:BP,GO:0009635,response to herbicide,4.1557661722629595e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a herbicide stimulus. Herbicides are chemicals used to kill or control the growth of plants."" [GOC:curators]",27,2985,16,21641,0.005360134003350084,0.5925925925925926,query_1,"['GO:0006950', 'GO:0009636']"
GO:CC,GO:0042644,chloroplast nucleoid,5.416261139672714e-05,True,"""The region of a chloroplast to which the DNA is confined."" [GOC:jl]",20,2954,13,20617,0.004400812457684496,0.65,query_1,"['GO:0009570', 'GO:0042646']"
GO:BP,GO:0030388,"fructose 1,6-bisphosphate metabolic process",7.215873464677958e-05,True,"""The chemical reactions and pathways involving fructose 1,6-bisphosphate, also known as FBP. The D enantiomer is a metabolic intermediate in glycolysis and gluconeogenesis."" [ISBN:0198506732]",14,2985,11,21641,0.0036850921273031824,0.7857142857142857,query_1,"['GO:0006796', 'GO:0019637', 'GO:1901135']"
GO:BP,GO:0055086,nucleobase-containing small molecule metabolic process,7.502703066108405e-05,True,"""The cellular chemical reactions and pathways involving a nucleobase-containing small molecule: a nucleobase, a nucleoside, or a nucleotide."" [GOC:vw]",690,2985,145,21641,0.048576214405360134,0.21014492753623187,query_1,"['GO:0006139', 'GO:0044281']"
GO:MF,GO:0016859,cis-trans isomerase activity,7.88922268297365e-05,True,"""Catalysis of a reaction that interconverts cis and trans isomers. Atoms or groups are termed cis or trans to one another when they lie respectively on the same or on opposite sides of a reference plane identifiable as common among stereoisomers."" [GOC:mah, ISBN:0198506732]",105,3354,35,24541,0.010435301132975552,0.3333333333333333,query_1,['GO:0016853']
GO:MF,GO:0015036,disulfide oxidoreductase activity,7.88922268297365e-05,True,"""Catalysis of the reaction: substrate with reduced sulfide groups = substrate with oxidized disulfide bonds."" [GOC:curators]",105,3354,35,24541,0.010435301132975552,0.3333333333333333,query_1,['GO:0016667']
GO:BP,GO:0046390,ribose phosphate biosynthetic process,8.143922497372838e-05,True,"""The chemical reactions and pathways resulting in the formation of ribose phosphate, any phosphorylated ribose sugar."" [GOC:ai]",180,2985,52,21641,0.01742043551088777,0.28888888888888886,query_1,"['GO:0019693', 'GO:0090407', 'GO:1901137']"
GO:BP,GO:1901259,chloroplast rRNA processing,8.246012642009423e-05,True,"""Any rRNA processing that takes place in chloroplast."" [GOC:TermGenie]",22,2985,14,21641,0.004690117252931323,0.6363636363636364,query_1,['GO:0006364']
GO:BP,GO:0019682,glyceraldehyde-3-phosphate metabolic process,8.246012642009423e-05,True,"""The chemical reactions and pathways involving glyceraldehyde-3-phosphate, an important intermediate in glycolysis."" [GOC:ai, ISBN:0198506732]",22,2985,14,21641,0.004690117252931323,0.6363636363636364,query_1,"['GO:0006081', 'GO:0006796', 'GO:0019637', 'GO:1901135']"
GO:BP,GO:0045454,cell redox homeostasis,9.331332317508121e-05,True,"""Any process that maintains the redox environment of a cell or compartment within a cell."" [GOC:ai, GOC:dph, GOC:tb]",45,2985,21,21641,0.007035175879396985,0.4666666666666667,query_1,['GO:0019725']
GO:MF,GO:0015035,protein-disulfide reductase activity,0.00010117089991302612,True,"""Catalysis of the reaction: a protein with reduced sulfide groups = a protein with oxidized disulfide bonds."" [PMID:7559385]",97,3354,33,24541,0.009838998211091235,0.3402061855670103,query_1,"['GO:0015036', 'GO:0140096']"
GO:CC,GO:0045263,"proton-transporting ATP synthase complex, coupling factor F(o)",0.00012202374003493496,True,"""All non-F1 subunits of a hydrogen-transporting ATP synthase, including integral and peripheral membrane proteins."" [PMID:10838056]",13,2954,10,20617,0.003385240352064997,0.7692307692307693,query_1,"['GO:0033177', 'GO:0045259']"
GO:BP,GO:0009853,photorespiration,0.00016763556750286424,True,"""A light-dependent catabolic process occurring concomitantly with photosynthesis in plants (especially C3 plants) whereby dioxygen (O2) is consumed and carbon dioxide (CO2) is evolved. The substrate is glycolate formed in large quantities in chloroplasts from 2-phosphoglycolate generated from ribulose 1,5-bisphosphate by the action of ribulose-bisphosphate carboxylase; the glycolate enters the peroxisomes where it is converted by glycolate oxidase to glyoxylate which undergoes transamination to glycine. This then passes into the mitochondria where it is decarboxylated forming one molecule of serine for every two molecules of glycine. This pathway also exists in photosynthetic bacteria."" [ISBN:0198506732]",20,2985,13,21641,0.004355108877721943,0.65,query_1,['GO:0043094']
GO:BP,GO:0009260,ribonucleotide biosynthetic process,0.0001710208887170952,True,"""The chemical reactions and pathways resulting in the formation of a ribonucleotide, a compound consisting of ribonucleoside (a base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",174,2985,50,21641,0.01675041876046901,0.28735632183908044,query_1,"['GO:0009165', 'GO:0009259', 'GO:0046390']"
GO:BP,GO:0016109,tetraterpenoid biosynthetic process,0.0001804783958425949,True,"""The chemical reactions and pathways resulting in the formation of tetraterpenoid compounds, terpenoids with eight isoprene units."" [GOC:go_curators]",26,2985,15,21641,0.005025125628140704,0.5769230769230769,query_1,"['GO:0016108', 'GO:0016114']"
GO:BP,GO:0016117,carotenoid biosynthetic process,0.0001804783958425949,True,"""The chemical reactions and pathways resulting in the formation of carotenoids, tetraterpenoid compounds in which two units of 4 isoprenoid residues joined head-to-tail are themselves joined tail-to-tail."" [GOC:go_curators]",26,2985,15,21641,0.005025125628140704,0.5769230769230769,query_1,"['GO:0016109', 'GO:0016116', 'GO:0046148']"
GO:MF,GO:0008079,translation termination factor activity,0.00023896351963028674,True,"""Functions in the termination of translation."" [GOC:ma]",28,3354,15,24541,0.004472271914132379,0.5357142857142857,query_1,['GO:0008135']
GO:MF,GO:0003747,translation release factor activity,0.00023896351963028674,True,"""Involved in catalyzing the release of a nascent polypeptide chain from a ribosome."" [ISBN:0198547684]",28,3354,15,24541,0.004472271914132379,0.5357142857142857,query_1,['GO:0008079']
GO:MF,GO:0016831,carboxy-lyase activity,0.00025739027329542777,True,"""Catalysis of the nonhydrolytic addition or removal of a carboxyl group to or from a compound."" [GOC:curators]",138,3354,41,24541,0.012224209898628503,0.2971014492753623,query_1,['GO:0016830']
GO:BP,GO:0006415,translational termination,0.000266107407208656,True,"""The process resulting in the release of a polypeptide chain from the ribosome, usually in response to a termination codon (UAA, UAG, or UGA in the universal genetic code)."" [GOC:hjd, ISBN:019879276X]",40,2985,19,21641,0.006365159128978224,0.475,query_1,"['GO:0006412', 'GO:0032984']"
GO:MF,GO:0016671,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor",0.00029824364397425983,True,"""Catalysis of an oxidation-reduction (redox) reaction in which a sulfur-containing group acts as a hydrogen or electron donor and reduces disulfide."" [GOC:jl]",22,3354,13,24541,0.003875968992248062,0.5909090909090909,query_1,['GO:0016667']
GO:MF,GO:0016987,sigma factor activity,0.0003141211800551234,True,"""Sigma factors act as the promoter specificity subunit of eubacterial and plant plastid multisubunit RNA polymerases, whose core subunit composition is often described as alpha(2)-beta-beta-prime. Although sigma does not bind DNA on its own, when combined with the core to form the holoenzyme, the sigma factor binds specifically to promoter elements. The sigma subunit is released once elongation begins."" [GOC:txnOH-2018]",7,3354,7,24541,0.0020870602265951103,1.0,query_1,['GO:0003700']
GO:BP,GO:0042793,plastid transcription,0.00041368877189140816,True,"""The synthesis of RNA from a plastid DNA template, usually by a specific plastid RNA polymerase."" [GOC:jl, ISBN:0321000382]",13,2985,10,21641,0.0033500837520938024,0.7692307692307693,query_1,['GO:0006351']
GO:MF,GO:0005506,iron ion binding,0.00044707791989816024,True,"""Binding to an iron (Fe) ion."" [GOC:ai]",495,3354,106,24541,0.031604054859868815,0.21414141414141413,query_1,['GO:0046914']
GO:MF,GO:0005216,monoatomic ion channel activity,0.0005753385294407784,True,"""Enables the facilitated diffusion of a monoatomic ion (by an energy-independent process) by passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism. May be either selective (it enables passage of a specific ion only) or non-selective (it enables passage of two or more ions of same charge but different size)."" [GOC:cy, GOC:mtg_transport, GOC:pr, ISBN:0815340729]",213,3354,55,24541,0.016398330351818723,0.25821596244131456,query_1,"['GO:0015075', 'GO:0015267']"
GO:BP,GO:0048511,rhythmic process,0.0006019151603281017,True,"""Any process pertinent to the generation and maintenance of rhythms in the physiology of an organism."" [GOC:jid]",57,2985,23,21641,0.007705192629815745,0.40350877192982454,query_1,['GO:0008150']
GO:MF,GO:0050661,NADP binding,0.0006369657514080607,True,"""Binding to nicotinamide-adenine dinucleotide phosphate, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NADP+, or the reduced form, NADPH."" [GOC:ai]",95,3354,31,24541,0.009242695289206918,0.3263157894736842,query_1,['GO:0030554']
