v5 Gene Model ID	v4 Gene Model ID	v3 Gene Model ID	Gene Symbol	Full Name
Zm00001eb175640	Zm00001d049889	GRMZM2G156737	ereb89	AP2-EREBP-transcription factor 89
Zm00001eb282240		GRMZM2G323172	ereb9	AP2-EREBP-transcription factor 9
Zm00001eb257170	Zm00001d018305	GRMZM2G110333	ereb90	AP2-EREBP-transcription factor 90
Zm00001eb084720	Zm00001d003871	GRMZM2G079825	ereb91	AP2-EREBP-transcription factor 91
Zm00001eb352580	Zm00001d000339	GRMZM2G174347	ereb92	AP2-EREBP-transcription factor 92
Zm00001eb352570	Zm00001d010676	GRMZM2G066158	ereb93	AP2-EREBP-transcription factor 93
Zm00001eb309590	Zm00001d020043	GRMZM2G363052	ereb94	AP2-EREBP-transcription factor 94
Zm00001eb004020	Zm00001d027687	AC198979.4_FG009	ereb95	AP2-EREBP-transcription factor 95
Zm00001eb338940	Zm00001d008968	GRMZM2G044077	ereb96	AP2-EREBP-transcription factor 96
Zm00001eb071190	Zm00001d002364	GRMZM2G068967	ereb97	AP2-EREBP-transcription factor 97
	Zm00001d053859	GRMZM2G052720	ereb98	AP2-EREBP-transcription factor 98
		GRMZM2G073258	ereb99	AP2-EREBP-transcription factor 99
Zm00001eb282130		GRMZM2G003064	erg28	ergosterol homolog28
Zm00001eb216810	Zm00001d013486	GRMZM2G102601	ers14	ethylene receptor1-14
Zm00001eb054170	Zm00001d033642	GRMZM2G073668	ers25	ethylene receptor1-25
Zm00001eb394040	Zm00001d047398	GRMZM2G012012	es1	embryo sac1
Zm00001eb393830	Zm00001d047372	GRMZM2G128301	es2	embryo sac2
Zm00001eb395800	Zm00001d047602	GRMZM2G359064	es3	embryo sac3
Zm00001eb393820	Zm00001d000392	GRMZM2G009359	es4	embryo sac4
Zm00001eb131540		GRMZM2G088653	esdl1	early in short days-like1
Zm00001eb341180		GRMZM2G012601	esdl2	early in short days-like2
Zm00001eb016540		GRMZM5G849959	esdl3	early in short days-like3
Zm00001eb111330		GRMZM2G010505	esdl4	early in short days-like4
Zm00001eb286170	Zm00001d037988	AC233879.1_FG002	esp1	embryo specific protein1
Zm00001eb286150	Zm00001d037985	GRMZM2G162659	esp5	embryo specific protein5
	Zm00001d027820	GRMZM2G046086	esr1	embryo surrounding region1
Zm00001eb005200	Zm00001d027819	GRMZM2G315601	esr2	embryo surrounding region2
	Zm00001d027821	GRMZM2G140302	esr3	embryo surrounding region3
		GRMZM2G437040	esr4	embryo surrounding region4
Zm00001eb201820	Zm00001d053112	GRMZM2G048353	esr6	embryo surrounding region6
Zm00001eb403960		GRMZM2G303312	etc9	evolutionarily conserved C-terminal9
Zm00001eb387810		GRMZM2G442489	etp1	ethylene insensitive2 targeting protein 1
Zm00001eb419810	Zm00001d025050	GRMZM2G420801	etr2	ethylene receptor homolog2
Zm00001eb282800		AC194965.4_FG001	etr3	ethylene receptor homolog3
Zm00001eb323290		GRMZM2G077008	etr4	ethylene receptor homolog4
Zm00001eb088180	Zm00001d004372	GRMZM2G089010	etr40	ethylene receptor homolog40
Zm00001eb205280		GRMZM2G318689	etr5	ethylene receptor homolog5
Zm00001eb191130		GRMZM2G075368	etr6	ethylene receptor homolog6
Zm00001eb139710		GRMZM2G179715	EU945404	
		GRMZM2G329131	EU964167	
Zm00001eb409470		GRMZM2G439860	EU965823	
Zm00001eb027940		GRMZM2G162158	EU973925	
Zm00001eb057230	Zm00001d034015	GRMZM2G147687	exg1	exoglucanase1
Zm00001eb266300		GRMZM2G034598	exo1	exochitinase1
Zm00001eb008880		GRMZM2G134251	exo2	exochitinase2
Zm00001eb288150	Zm00001d038196	GRMZM2G121514	exo3	exochitinase3
Zm00001eb365840		GRMZM2G117405	exo4	exochitinase4
Zm00001eb254470	Zm00001d018031	GRMZM2G105844	expa2	alpha expansin2
Zm00001eb419530	Zm00001d025018	GRMZM2G074585	expa3	alpha expansin3
Zm00001eb062750	Zm00001d034663	GRMZM2G368886	expa4	alpha-expansin4
Zm00001eb290590	Zm00001d038476	GRMZM2G361064	expa5	alpha expansin5
Zm00001eb002590	Zm00001d027520	GRMZM2G095968	expa6	expansin-like6
Zm00001eb393650		GRMZM2G127029	expa7	alpha expansin7
Zm00001eb038980		GRMZM2G030531	expa8	alpha expansin8
Zm00001eb391870	Zm00001d047146	GRMZM2G146551	expb1	beta expansin1
Zm00001eb402900	Zm00001d048384	GRMZM2G089699	expb10a	beta expansin10a
Zm00001eb130160	Zm00001d040609	GRMZM2G007685	expb10c	beta expansin10c
Zm00001eb130150	Zm00001d040608	GRMZM2G164785	expb10d	beta expansin10d
Zm00001eb251740		GRMZM2G127106	expb11	beta expansin11
Zm00001eb391880		GRMZM2G181202	expb13	beta expansin13
Zm00001eb380890		GRMZM2G118873	expb14	beta expansin14
Zm00001eb381400		GRMZM2G121308	expb15	beta expansin15
Zm00001eb089960		GRMZM2G104013	expb16	beta expansin16
Zm00001eb391450		GRMZM2G094990	expb17	beta expansin17
Zm00001eb251730		GRMZM2G127106	expb18	beta expansin18
Zm00001eb023360	Zm00001d029899	GRMZM2G021621	expb2	beta expansin2
Zm00001eb000380	Zm00001d027283	GRMZM2G474194	expb3	beta expansin3
Zm00001eb306350	Zm00001d019560	GRMZM2G154178	expb4	beta expansin4
Zm00001eb391350	Zm00001d047089	GRMZM2G013671	expb5	beta expansin5
Zm00001eb023460	Zm00001d029913	GRMZM2G176595	expb6	beta expansin6
Zm00001eb023420	Zm00001d029906	GRMZM2G342246	expb7	beta expansin7
Zm00001eb391320	Zm00001d047087	GRMZM2G013002	expb8	beta expansin8
Zm00001eb420880	Zm00001d025201	GRMZM2G099696	fab1	fatty acid biosynthesis1
Zm00001eb280640		GRMZM2G132373	fabc1	forms aploid and binucleate cells 1a ortholog1
Zm00001eb188990		GRMZM2G064701	fad1	fatty acid desaturase1
		GRMZM2G166956	fad10	fatty acid desaturase10
Zm00001eb075800		GRMZM2G078373	fad11	fatty acid desaturase11
Zm00001eb310330		GRMZM2G129453	fad12	fatty acid desaturase12
Zm00001eb098340		GRMZM2G179120	fad13	fatty acid desaturase13
Zm00001eb162340		GRMZM2G430729	fad14	fatty acid desaturase14
Zm00001eb162350		GRMZM2G430729	fad14	fatty acid desaturase14
Zm00001eb409690		GRMZM2G169240	fad15	fatty acid desaturase15
Zm00001eb252730		GRMZM2G161792	fad16	fatty acid desaturase16
Zm00001eb409700		GRMZM2G169261	fad17	fatty acid desaturase17
Zm00001eb300860		GRMZM2G174766	fad18	fatty acid desaturase18
Zm00001eb252720		GRMZM2G056252	fad2	fatty acid desaturase2
Zm00001eb163200		GRMZM2G354558	fad3	fatty acid desaturase3
Zm00001eb413170		GRMZM2G175401	fad4	fatty acid desaturase4
Zm00001eb413200		GRMZM2G097509	fad5	fatty acid desaturase5
Zm00001eb041150		GRMZM2G078569	fad6	fatty acid desaturase6
Zm00001eb397050	Zm00001d047743	GRMZM2G128971	fad7	fatty acid desaturase7
Zm00001eb013340	Zm00001d028742	GRMZM2G074401	fad8	fatty acid desaturase8
Zm00001eb111980		GRMZM2G129209	fad9	fatty acid desaturase9
Zm00001eb385870	Zm00001d046444	GRMZM2G022558	fae2	fatty acid elongase2
Zm00001eb043700		AC210173.4_FG005	fah1	ferulic acid 5-hydroxylase1
Zm00001eb220390		GRMZM2G100158	fah2	ferulic acid 5-hydroxylase2
Zm00001eb201140		GRMZM2G035068	fancm1	fanconi anemia complementation group m ortholog1
Zm00001eb201140		GRMZM2G035168	fancm1	fanconi anemia complementation group m ortholog1
Zm00001eb011070	Zm00001d028472	GRMZM2G001663	farl1	FAR1-like-transcription factor 1
	Zm00001d021545	GRMZM2G406651	farl10	FAR1-like-transcription factor 10
	Zm00001d021617	GRMZM2G048987	farl11	FAR1-like-transcription factor 11
	Zm00001d021799	GRMZM2G129311	farl12	FAR1-like-transcription factor 12
	Zm00001d022142	GRMZM2G114461	farl13	FAR1-like-transcription factor 13
Zm00001eb385850	Zm00001d046441	GRMZM2G148940	farl14	FAR1-like-transcription factor 14
Zm00001eb432450		GRMZM2G104268	farl15	FAR1-like-transcription factor 15
		GRMZM2G055660	farl18	FAR1-like-transcription factor 18
	Zm00001d034282	GRMZM2G463730	farl2	FAR1-like-transcription factor 2
Zm00001eb064180	Zm00001d034813	GRMZM2G155980	farl3	FAR1-like-transcription factor 3
	Zm00001d041923	GRMZM2G034868	farl5	FAR1-like-transcription factor 5
	Zm00001d049493	GRMZM2G302323	farl6	FAR1-like-transcription factor 6
Zm00001eb243420	Zm00001d016772	GRMZM2G043250	farl7	FAR1-like-transcription factor 7
	Zm00001d017164	GRMZM2G117108	farl8	FAR1-like-transcription factor 8
	Zm00001d017165	GRMZM2G106653	farl9	FAR1-like-transcription factor 9
Zm00001eb385960	Zm00001d046454	GRMZM2G406603	fat1	fatty acyl thioesterase1
Zm00001eb377350	Zm00001d045387	GRMZM5G829544	fat2	fatty acyl-ACP thioesterase2
Zm00001eb301150		GRMZM2G046529	fax1	fatty acid export1
Zm00001eb432380		GRMZM2G143389	fax2	fatty acid export2
Zm00001eb285900		GRMZM5G840013	fb1	fiber protein1
Zm00001eb157160		GRMZM2G069018	fb2	fiber protein2
Zm00001eb288390		GRMZM2G153075	fbl2	F-box protein FBL2
Zm00001eb193970		GRMZM2G109140	fbl41	F-box protein41
Zm00001eb024700	Zm00001d030074	GRMZM2G003318	fbn1	fibrillin1
Zm00001eb348530		GRMZM2G322953	fbp1	fructose bisphosphatase1
Zm00001eb011940		GRMZM2G306732	fbp2	fructose bisphosphatase2
Zm00001eb375600		GRMZM2G481291	fbxl1	F-box domain and LRR containing protein1
Zm00001eb375600		GRMZM6G107785	fbxl1	F-box domain and LRR containing protein1
Zm00001eb375600		GRMZM6G331380	fbxl1	F-box domain and LRR containing protein1
Zm00001eb079890	Zm00001d003320	GRMZM2G165836	fcp1	fon2-like cle protein1
Zm00001eb149860	Zm00001d043098	GRMZM2G133213	fcr1	ferric-chelate reductase (NADH)1
Zm00001eb291160	Zm00001d038529	GRMZM2G157263	fcr2	ferric-chelate reductase (NADH)2
Zm00001eb379050	Zm00001d045555	GRMZM5G847530	fdad1	false DAD1
Zm00001eb258770	Zm00001d018468	GRMZM5G824600	fdh1	formaldehyde dehydrogenase homolog1
Zm00001eb382240		GRMZM2G049811	fdh2	formate dehydrogenase2
Zm00001eb328280	Zm00001d022227	GRMZM2G056407	fdl1	fused leaves1
Zm00001eb260140	Zm00001d035001	GRMZM2G122337	fdx1	ferredoxin1
Zm00001eb260160	Zm00001d035003	GRMZM2G048313	fdx2	ferredoxin2
Zm00001eb063710	Zm00001d034760	GRMZM2G053458	fdx3	ferredoxin3
Zm00001eb083950		GRMZM2G146395	fdx4	ferredoxin4
Zm00001eb260150		GRMZM2G122327	fdx5	ferredoxin5
Zm00001eb288920		GRMZM2G106190	fdx6	ferredoxin6
Zm00001eb052650		GRMZM2G359127	fdx7	ferredoxin7
Zm00001eb126430	Zm00001d040130	GRMZM2G166524	fea3	fasciated ear3
Zm00001eb280500	Zm00001d037317	GRMZM2G133331	fea4	fasciated ear4
Zm00001eb166850		GRMZM2G154523	fea5	fasciated ear5
Zm00001eb294290	Zm00001d038855	GRMZM2G121262	fen1	flap endonuclease1
Zm00001eb044170	Zm00001d032529	GRMZM5G869779	fgp2	folylpolyglutamate synthetase2
Zm00001eb034710		GRMZM2G083755	fh1	frataxin1
Zm00001eb151360		GRMZM2G062342	fh2	frataxin2
Zm00001eb002020	Zm00001d027462	GRMZM2G129243	fha1	FHA-transcription factor 1
Zm00001eb169940	Zm00001d049225	AC211652.4_FG002	fha10	FHA-transcription factor 10
Zm00001eb212750	Zm00001d013060	GRMZM2G701297	fha11	FHA-transcription factor 11
Zm00001eb215540	Zm00001d013342	GRMZM2G105822	fha12	FHA-transcription factor 12
Zm00001eb219360	Zm00001d013765	GRMZM2G081221	fha13	FHA-transcription factor 13
Zm00001eb221260	Zm00001d013976	GRMZM2G006246	fha14	FHA-transcription factor 14
Zm00001eb286040	Zm00001d037971	GRMZM2G113156	fha15	FHA-transcription factor 15
Zm00001eb403560	Zm00001d048454	GRMZM2G172021	fha17	FHA-transcription factor 17
Zm00001eb165420		GRMZM2G126453	fha19	FHA-transcription factor 19
Zm00001eb036350		GRMZM2G424241	fha2	FHA-transcription factor 2
Zm00001eb036370		GRMZM2G424241	fha2	FHA-transcription factor 2
Zm00001eb380550		GRMZM2G455687	fha20	FHA-transcription factor 20
Zm00001eb302390		GRMZM2G002894	fha21	FHA-transcription factor 21
Zm00001eb115830		GRMZM2G052403	fha22	FHA-transcription factor 22
Zm00001eb049800	Zm00001d033153	GRMZM2G086138	fha3	FHA-transcription factor 3
Zm00001eb056120	Zm00001d033884	GRMZM2G359217	fha4	FHA-transcription factor 4
Zm00001eb091700	Zm00001d004810	GRMZM2G133716	fha6	FHA-transcription factor 6
Zm00001eb095260	Zm00001d005240	GRMZM2G150608	fha7	FHA-transcription factor 7
Zm00001eb115380	Zm00001d007652	GRMZM2G391164	fha8	FHA-transcription factor 8
Zm00001eb163720	Zm00001d044666	GRMZM2G177895	fha9	FHA-transcription factor 9
Zm00001eb017350		GRMZM2G703582	fht2	flavanone 3-hydroxylase2
Zm00001eb017400		GRMZM2G382569	fht3	flavanone 3-hydroxylase3
Zm00001eb133210		GRMZM5G874082	figl1	fidgetin-like1
Zm00001eb189400	Zm00001d051688	GRMZM2G010937	fim1	fimbrin homolog1
Zm00001eb113780		GRMZM2G107945	fkf1	flavin-binding kelch repeat f-box1
Zm00001eb201580		GRMZM2G106363	fkf2	flavin-binding kelch repeat f-box2
Zm00001eb080540	Zm00001d003398	GRMZM2G094532	fl1	floury endosperm1
Zm00001eb170070	Zm00001d049243	GRMZM2G397687	fl2	floury2
Zm00001eb341550	Zm00001d009292	GRMZM2G006585	fl3	floury3
Zm00001eb166950	Zm00001d048851	GRMZM2G353272	fl4	floury4
Zm00001eb395240		GRMZM2G006080	flr1	feronia-like receptor1
Zm00001eb388840		GRMZM2G432722	flr10	feronia-like receptor10
Zm00001eb012850		GRMZM2G442277	flr11	feronia-like receptor11
Zm00001eb282360		GRMZM5G897958	flr12	feronia-like receptor12
Zm00001eb058000		GRMZM2G454980	flr13	feronia-like receptor13
Zm00001eb001780		GRMZM2G165422	flr14	feronia-like receptor14
Zm00001eb299910		GRMZM2G039922	flr15	feronia-like receptor15
Zm00001eb001810		GRMZM2G119736	flr16	feronia-like receptor16
Zm00001eb124780		GRMZM2G022897	flr17	feronia-like receptor17
Zm00001eb015930		GRMZM2G100288	flr2	feronia-like receptor2
Zm00001eb069500		GRMZM2G042055	flr3	feronia-like receptor3
Zm00001eb284940		GRMZM2G136170	flr4	feronia-like receptor4
Zm00001eb333690		GRMZM2G155260	flr5	feronia-like receptor5
Zm00001eb127570		GRMZM2G180071	flr6	feronia-like receptor6
Zm00001eb269330		GRMZM2G426732	flr7	feronia-like receptor7
Zm00001eb070450		GRMZM2G041518	flr8	feronia-like receptor8
Zm00001eb378680		GRMZM2G335052	flr9	feronia-like receptor9
Zm00001eb256020	Zm00001d018184	GRMZM2G152801	fls1	flavonol synthase1
Zm00001eb256000	Zm00001d018181	GRMZM2G069298	fls2	flavonol synthase2
Zm00001eb006260		GRMZM2G496991	flz1	FCS-like zinc finger1
Zm00001eb072690		GRMZM2G098099	flz10	FCS-like zinc finger10
Zm00001eb072700		GRMZM2G014009	flz11	FCS-like zinc finger11
Zm00001eb098640		GRMZM2G051752	flz12	FCS-like zinc finger12
Zm00001eb154570		GRMZM2G099166	flz14	FCS-like zinc finger14
Zm00001eb161050		GRMZM2G033867	flz15	FCS-like zinc finger15
Zm00001eb165470		GRMZM2G062160	flz16	FCS-like zinc finger16
Zm00001eb172840		GRMZM2G152631	flz17	FCS-like zinc finger17
Zm00001eb178840		AC197047.3_FG001	flz18	FCS-like zinc finger18
Zm00001eb187540		GRMZM2G164098	flz19	FCS-like zinc finger19
Zm00001eb019460		GRMZM2G416156	flz2	FCS-like zinc finger2
Zm00001eb187560		GRMZM2G064626	flz20	FCS-like zinc finger20
Zm00001eb187570		GRMZM2G080959	flz21	FCS-like zinc finger21
Zm00001eb194270		GRMZM2G016948	flz22	FCS-like zinc finger22
Zm00001eb217860		GRMZM2G176748	flz23	FCS-like zinc finger23
Zm00001eb233410		GRMZM2G022181	flz24	FCS-like zinc finger24
Zm00001eb245880		GRMZM2G056988	flz25	FCS-like zinc finger25
Zm00001eb250970		GRMZM5G874697	flz26	FCS-like zinc finger26
Zm00001eb250980		GRMZM2G057717	flz27	FCS-like zinc finger27
Zm00001eb250990		GRMZM2G335685	flz28	FCS-like zinc finger28
Zm00001eb255110		GRMZM2G036286	flz29	FCS-like zinc finger29
Zm00001eb040730		GRMZM2G129879	flz3	FCS-like zinc finger3
Zm00001eb272350		GRMZM2G009080	flz30	FCS-like zinc finger30
Zm00001eb311150		GRMZM2G166692	flz31	FCS-like zinc finger31
Zm00001eb337180		GRMZM2G125020	flz32	FCS-like zinc finger32
Zm00001eb372600		GRMZM2G171752	flz33	FCS-like zinc finger33
Zm00001eb392920		GRMZM2G425482	flz34	FCS-like zinc finger34
Zm00001eb428170		AC233979.1_FG006	flz35	FCS-like zinc finger35
Zm00001eb428190		AC233979.1_FG007	flz36	FCS-like zinc finger36
Zm00001eb428210		AC233979.1_FG008	flz37	FCS-like zinc finger37
Zm00001eb042220		GRMZM5G844703	flz4	FCS-like zinc finger4
Zm00001eb047870		GRMZM2G040821	flz5	FCS-like zinc finger5
Zm00001eb072650		GRMZM2G322817	flz6	FCS-like zinc finger6
Zm00001eb072660		GRMZM2G024517	flz7	FCS-like zinc finger7
Zm00001eb072680		GRMZM2G163067	flz9	FCS-like zinc finger9
Zm00001eb059850	Zm00001d034345	GRMZM2G058760	fnr1	ferredoxin NADP reductase1
Zm00001eb299960	Zm00001d018794	GRMZM2G011858	fnr2	ferredoxin NADP reductase2
Zm00001eb379240		GRMZM2G168143	fnr3	ferredoxin NADP reductase3
Zm00001eb140530		GRMZM2G059083	fnr4	ferredoxin NADP reductase4
Zm00001eb394430	Zm00001d047452	GRMZM2G167336	fns1	flavone synthase1
Zm00001eb022030	Zm00001d029744	GRMZM2G099467	fnsi1	flavone synthase typeI1
	Zm00001d027423	GRMZM2G475380	fnsi2	flavone synthase typeI2
Zm00001eb419040	Zm00001d024946	GRMZM2G148441	fnsii1	flavone synthase typeII1
Zm00001eb098250		GRMZM2G130790	fold1	bifunctional protein FolD1
Zm00001eb354230		GRMZM2G150485	fold2	bifunctional protein FolD2
Zm00001eb208240		AC233922.1_FG005	fold3	bifunctional protein FolD3
		GRMZM2G093092	fomt2	flavonoid O-methyltransferase 2
Zm00001eb392340		GRMZM2G106172	fomt3	flavonoid O-methyltransferase 3
Zm00001eb400190		GRMZM2G423331	fomt4	flavonoid O-methyltransferase 4
Zm00001eb191590		GRMZM2G099297	fomt5	flavonoid O-methyltransferase 5
Zm00001eb333480		GRMZM2G134941	fpf1	flowering-promoting factor1
Zm00001eb327510	Zm00001d022148	GRMZM2G108767	fpox1	fowlpox viral protein homolog1
Zm00001eb342550	Zm00001d009431	GRMZM2G168681	fps1	farnesyl pyrophosphate synthase1
Zm00001eb361070	Zm00001d011673	GRMZM2G147721	fps2	farnesyl diphosphate synthase2
Zm00001eb155590	Zm00001d043727	GRMZM2G098569	fps3	farnesyl diphosphate synthase3
Zm00001eb151930		GRMZM2G016068	fraa1	Fragaria x ananassa fruit allergen homolog1
Zm00001eb144910	Zm00001d042536	GRMZM2G086845	frk1	fructokinase1
Zm00001eb260710		GRMZM2G051677	frk2	fructokinase2
Zm00001eb081810	Zm00001d003559	GRMZM2G068557	fro2	ferric-chelate reductase2
Zm00001eb002390		GRMZM2G392863	fsgt1	flower-specific gamma-thionin1
Zm00001eb407750	Zm00001d023534	GRMZM2G001904	ftcl1	5-formyltetrahydrofolate cyclo-ligase1
Zm00001eb107660		GRMZM5G807835	ftcl2	5-formyltetrahydrofolate cyclo-ligase2
Zm00001eb219580		GRMZM2G124863	ftcl3	5-formyltetrahydrofolate cyclo-ligase3
Zm00001eb404490		GRMZM2G168281	ftd1	formyltetrahydrofolate deformylase1
Zm00001eb040180		GRMZM2G089528	ftfh2	flavonoid 3′,5′-hydroxylase2
Zm00001eb314490		GRMZM5G824944	fths1	formate--tetrahydrofolate ligase1
Zm00001eb373700	Zm00001d045366	GRMZM2G122793	ftr1	ferredoxin-thioredoxin1
Zm00001eb389930	Zm00001d046971	GRMZM2G110408	ftsh1	filamentation temperature-sensitive H 2A homolog1
Zm00001eb274190		GRMZM2G087598	ftsh2	filamentation temperature-sensitive H 2A homolog2
Zm00001eb176710		GRMZM2G103939	fuct1	alpha 1,3-fucosyltransferase
Zm00001eb126340		GRMZM2G180622	fuer1	Fusarium ear rot1
Zm00001eb016240		GRMZM2G010823	fum1	fumarase1
		GRMZM2G019078	fum2	fumarase2
Zm00001eb120730		GRMZM2G022651	fun1	feminised upright narrow1
Zm00001eb120730		GRMZM2G323353	fun1	feminised upright narrow1
Zm00001eb001110	Zm00001d027359	GRMZM2G062210	fus6	fusca homolog
Zm00001eb314930		GRMZM2G096268	fut1	galactoside 2-alpha-L-fucosyltransferase1
Zm00001eb081440		GRMZM2G127184	fut2	galactoside 2-alpha-L-fucosyltransferase2
Zm00001eb373220		GRMZM2G080696	fut3	galactoside 2-alpha-L-fucosyltransferase3
Zm00001eb372800		GRMZM2G387087	fut4	galactoside 2-alpha-L-fucosyltransferase4
Zm00001eb372810		GRMZM2G387087	fut4	galactoside 2-alpha-L-fucosyltransferase4
Zm00001eb193680		GRMZM2G471594	fut5	galactoside 2-alpha-L-fucosyltransferase5
Zm00001eb280840		GRMZM2G104511	fut6	O-fucosyltransferase6
Zm00001eb058010		GRMZM2G014955	fut7	O-fucosyltransferase7
Zm00001eb118900	Zm00001d039260	GRMZM2G087804	g2	golden plant2
Zm00001eb290950	Zm00001d038511	GRMZM2G167673	ga16,17ox1	gibberellin 16,17-oxidase1
Zm00001eb064970	Zm00001d034898	AC203966.5_FG005	ga20ox1	gibberellin 20-oxidase1
Zm00001eb117120	Zm00001d007894	GRMZM2G021051	ga20ox2	gibberellin 20-oxidase2
Zm00001eb145600	Zm00001d042611	GRMZM2G368411	ga20ox3	gibberellin 20-oxidase3
Zm00001eb219040	Zm00001d013725	GRMZM2G060940	ga20ox4	gibberellin 20-oxidase4
Zm00001eb366090	Zm00001d012212	GRMZM2G049418	ga20ox5	gibberellin 20-oxidase5
Zm00001eb041710		GRMZM2G127232	ga20ox6	gibberellin 20-oxidase6
Zm00001eb039280		AC234528.1_FG006	ga20ox7	gibberellin 20-oxidase7
Zm00001eb175950		GRMZM2G002704	ga20ox8	gibberellin 20-oxidase8
Zm00001eb431960		GRMZM2G127668	ga20ox9	gibberellin 20-oxidase9
Zm00001eb282550	Zm00001d037565	GRMZM2G078798	ga2ox1	gibberellin 2-oxidase1
Zm00001eb370660	Zm00001d012712	GRMZM2G031724	ga2ox10	gibberellin 2-oxidase10
		GRMZM2G127757	ga2ox11	gibberellin 2-oxidase11
Zm00001eb298190	Zm00001d018617	GRMZM2G177104	ga2ox12	gibberellin 2-oxidase12
Zm00001eb120250	Zm00001d039394	GRMZM2G031432	ga2ox13	gibberellin 2-oxidase13
Zm00001eb269370		GRMZM2G320167	ga2ox14	gibberellin 2-oxidase14
Zm00001eb412670		AC215639.3_FG002	ga2ox15	gibberellin 2-oxidase15
Zm00001eb077080	Zm00001d002999	GRMZM2G006964	ga2ox2	gibberellin 2-oxidase2
Zm00001eb152710	Zm00001d043411	GRMZM2G022679	ga2ox3	gibberellin 2-oxidase3
Zm00001eb247830	Zm00001d017294	GRMZM2G153359	ga2ox4	gibberellin 2-oxidase4
Zm00001eb131180	Zm00001d040737	GRMZM2G176963	ga2ox5	gibberellin 2-oxidase5
Zm00001eb283860	Zm00001d037724	GRMZM2G051619	ga2ox6	gibberellin 2-oxidase6
Zm00001eb292800	Zm00001d038695	GRMZM2G427618	ga2ox7	gibberellin 2-oxidase7
Zm00001eb295720	Zm00001d038996	GRMZM2G155686	ga2ox8	gibberellin 2-oxidase8
Zm00001eb338340	Zm00001d008909	GRMZM2G152354	ga2ox9	gibberellin 2-oxidase9
Zm00001eb283020	Zm00001d037627	GRMZM2G044358	ga3ox1	gibberellin 3-oxidase1
Zm00001eb408730		GRMZM2G126002	galdh1	galactose dehydrogenase1
Zm00001eb416240		GRMZM2G070555	galox1	galactose oxidase1
Zm00001eb049960	Zm00001d033174	GRMZM2G073725	gap1	Golgi associated protein homolog
Zm00001eb160060	Zm00001d044254	GRMZM2G061695	gar1	gibberellin responsive1
Zm00001eb429480	Zm00001d026160	GRMZM2G429000	gar2	gibberellin responsive2
Zm00001eb357250	Zm00001d011225	GRMZM2G142705	gar3	gibberellin responsive3
Zm00001eb093480	Zm00001d005005	GRMZM2G025002	gata1	C2C2-GATA-transcription factor 1
Zm00001eb402950	Zm00001d048391	GRMZM2G532534	gata10	C2C2-GATA-transcription factor 10
Zm00001eb075320	Zm00001d002811	GRMZM2G404973	gata11	C2C2-GATA-transcription factor 11
Zm00001eb282810	Zm00001d037605	AC194965.4_FG004	gata12	C2C2-GATA-transcription factor 12
Zm00001eb371070	Zm00001d012757	GRMZM2G044576	gata13	C2C2-GATA-transcription factor 13
	Zm00001d053949	GRMZM5G879778	gata14	C2C2-GATA-transcription factor 14
Zm00001eb240100	Zm00001d016361	GRMZM2G031983	gata15	C2C2-GATA-transcription factor 15
Zm00001eb023330	Zm00001d029896	GRMZM2G113098	gata16	C2C2-GATA-transcription factor 16
Zm00001eb362090	Zm00001d011771	GRMZM2G138967	gata17	C2C2-GATA-transcription factor 17
Zm00001eb063610	Zm00001d034751	GRMZM2G114775	gata18	C2C2-GATA-transcription factor 18
Zm00001eb427850	Zm00001d025988	GRMZM2G421212	gata19	C2C2-GATA-transcription factor 19
Zm00001eb340790	Zm00001d009193	GRMZM2G104390	gata2	C2C2-GATA-transcription factor 2
Zm00001eb344030	Zm00001d009604	GRMZM5G887975	gata21	C2C2-GATA-transcription factor 21
	Zm00001d053940	AC184831.3_FG005	gata22	C2C2-GATA-transcription factor 22
Zm00001eb060230	Zm00001d034386	GRMZM2G110295	gata23	C2C2-GATA-transcription factor 23
Zm00001eb258290	Zm00001d018421	GRMZM2G163200	gata24	C2C2-GATA-transcription factor 24
Zm00001eb293740	Zm00001d038801	AC202864.3_FG002	gata25	C2C2-GATA-transcription factor 25
Zm00001eb344540	Zm00001d009668	GRMZM2G397616	gata26	C2C2-GATA-transcription factor 26
Zm00001eb131420	Zm00001d040775	GRMZM2G052616	gata27	C2C2-GATA-transcription factor 27
Zm00001eb391280	Zm00001d047081	GRMZM2G101058	gata28	C2C2-GATA-transcription factor 28
Zm00001eb385190	Zm00001d046354	GRMZM2G039586	gata29	C2C2-GATA-transcription factor 29
Zm00001eb248780	Zm00001d017409	GRMZM2G140669	gata3	C2C2-GATA-transcription factor 3
Zm00001eb196120	Zm00001d052431	GRMZM2G464037	gata30	C2C2-GATA-transcription factor 30
Zm00001eb139160	Zm00001d041883	GRMZM2G067171	gata31	C2C2-GATA-transcription factor 31
Zm00001eb353470	Zm00001d010785	GRMZM2G135381	gata32	C2C2-GATA-transcription factor 32
Zm00001eb407820	Zm00001d023540	GRMZM2G048850	gata33	C2C2-GATA-transcription factor 33
Zm00001eb056620	Zm00001d033945	GRMZM2G396451	gata34	C2C2-GATA-transcription factor 34
Zm00001eb157620	Zm00001d043969	GRMZM2G123909	gata35	C2C2-GATA-transcription factor 35
		AC184831.3_FG008	gata36	C2C2-GATA-transcription factor 36
Zm00001eb191940	Zm00001d051981	GRMZM2G379005	gata4	C2C2-GATA-transcription factor 4
